Firmware;Hits;Bandwidth
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr1043nd-v4-squashfs-sysupgrade.bin;137;473.24 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr1043nd-v4-squashfs-factory.bin;137;472.65 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr740n-v5-squashfs-factory.bin;137;385.56 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-ArcherC50v1-squashfs-factory-eu.bin;136;848.05 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wdr4310-v1-squashfs-factory.bin;136;589.56 MB
/releases/19.07.3/targets/ar71xx/generic/openwrt-19.07.3-ar71xx-generic-cf-e355ac-v2-squashfs-sysupgrade.bin;136;445.94 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr840n-v2-squashfs-factory.bin;135;374.15 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-ubnt_nanostation-m-squashfs-factory.bin;135;420.85 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-A4001N1-squashfs-cfe.bin;135;808.80 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c6-v2-squashfs-factory.bin;134;567.56 MB
/releases/19.07.4/targets/ar71xx/mikrotik/openwrt-19.07.4-ar71xx-mikrotik-rb-nor-flash-16M-ac-squashfs-sysupgrade.bin;134;543.55 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c7-v5-squashfs-sysupgrade.bin;133;568.87 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_archer-c60-v2-squashfs-sysupgrade.bin;133;517.60 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-zbt-wr8305rt-squashfs-sysupgrade.bin;133;355.31 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa701nd-v2-squashfs-factory.bin;131;328.66 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-AR5387un-squashfs-sysupgrade.bin;131;387.82 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-mikrotik_rb750gr3-squashfs-sysupgrade.bin;131;404.35 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-tplink_tl-wr842n-v5-squashfs-sysupgrade.bin;131;437.10 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-ubnt_unifiac-lite-squashfs-sysupgrade.bin;130;491.87 MB
/releases/19.07.3/targets/ramips/mt76x8/openwrt-19.07.3-ramips-mt76x8-xiaomi_mir4a-100m-squashfs-sysupgrade.bin;130;404.96 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dir-842-c3-squashfs-sysupgrade.bin;128;584.05 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-gl-ar750-squashfs-sysupgrade.bin;128;476.85 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-netgear_wndr3800-squashfs-sysupgrade.bin;127;408.92 MB
/releases/19.07.4/targets/apm821xx/nand/openwrt-19.07.4-apm821xx-nand-meraki_mr24-initramfs-kernel.bin;127;248.76 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-xiaomi_mir3g-squashfs-rootfs0.bin;127;294.90 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-tl-wdr6500-v2-squashfs-factory.bin;126;463.70 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dir-842-c3-squashfs-factory.bin;126;552.80 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-dlink_dwr-921-c1-squashfs-factory.bin;125;416.98 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-xiaomi_mir3g-squashfs-kernel1.bin;124;202.72 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-wavlink_wl-wn575a3-squashfs-sysupgrade.bin;124;408.69 MB
/releases/19.07.4/targets/lantiq/xway/openwrt-19.07.4-lantiq-xway-avm_fritz7320-squashfs-sysupgrade.bin;124;464.85 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-avm_fritz7412-initramfs-kernel.bin;124;473.88 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-asus_rt-ac51u-squashfs-sysupgrade.bin;123;394.35 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-FAST2704V2-squashfs-cfe.bin;123;415.68 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-hc5861-squashfs-sysupgrade.bin;123;250.48 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-ubnt-unifi-squashfs-factory.bin;122;400.79 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-LinkIt7688-squashfs-sysupgrade.bin;122;393.76 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-comfast_cf-ew72-squashfs-sysupgrade.bin;122;459.86 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr842n-v2-squashfs-sysupgrade.bin;122;420.43 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-zbt-we826-32M-squashfs-sysupgrade.bin;121;411.59 MB
/releases/19.07.4/targets/kirkwood/generic/openwrt-19.07.4-kirkwood-zyxel_nsa325-squashfs-factory.bin;120;395.83 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-dir-320-b1-initramfs-kernel.bin;120;339.77 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-xiaomi_miwifi-mini-squashfs-sysupgrade.bin;119;312.24 MB
/releases/19.07.4/targets/mediatek/mt7623/openwrt-19.07.4-mediatek-mt7623-7623n-bananapi-bpi-r2-initramfs-kernel.bin;119;424.94 MB
/releases/19.07.4/targets/kirkwood/generic/openwrt-19.07.4-kirkwood-linksys_audi-squashfs-sysupgrade.bin;118;370.47 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-ubnt-erx-sfp-initramfs-kernel.bin;118;307.16 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-ubnt_unifiac-pro-squashfs-sysupgrade.bin;117;448.09 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-mpr-a2-initramfs-kernel.bin;116;177.26 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr842n-v3-squashfs-sysupgrade.bin;116;364.67 MB
/releases/19.07.4/targets/ar71xx/mikrotik/openwrt-19.07.4-ar71xx-mikrotik-nand-64m-squashfs-sysupgrade.bin;116;362.81 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-dlink_dir-878-a1-squashfs-sysupgrade.bin;115;496.74 MB
/releases/19.07.4/targets/ipq40xx/generic/openwrt-19.07.4-ipq40xx-generic-meraki_mr33-squashfs-sysupgrade.bin;115;539.17 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr940n-v4-squashfs-sysupgrade.bin;115;282.75 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-ubnt_edgerouter-x-initramfs-kernel.bin;115;339.66 MB
/releases/19.07.4/targets/mpc85xx/generic/openwrt-19.07.4-mpc85xx-generic-tl-wdr4900-v1-squashfs-sysupgrade.bin;115;440.19 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dir-842-c2-squashfs-factory.bin;115;471.74 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-dlink_dwr-116-a1-squashfs-factory.bin;114;390.22 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-avm_fritz7362sl-squashfs-sysupgrade.bin;114;510.67 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-ravpower_wd03-squashfs-sysupgrade.bin;114;401.07 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa801nd-v2-squashfs-factory.bin;114;334.33 MB
/releases/19.07.4/targets/bcm53xx/generic/openwrt-19.07.4-bcm53xx-tplink-archer-c9-v1-squashfs.bin;113;330.55 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-phicomm_psg1218a-squashfs-sysupgrade.bin;113;309.17 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-wt3020-8M-squashfs-factory.bin;113;377.73 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr941nd-v4-squashfs-factory.bin;111;315.30 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-archer-c7-v2-squashfs-sysupgrade.bin;110;419.45 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr841-v10-squashfs-sysupgrade.bin;110;332.31 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-psg1218b-squashfs-sysupgrade.bin;109;202.05 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr941nd-v6-squashfs-sysupgrade.bin;109;272.61 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-psg1208-squashfs-sysupgrade.bin;109;212.72 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-hc5761-squashfs-sysupgrade.bin;109;245.08 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-tplink_tl-wr902ac-v3-squashfs-sysupgrade.bin;109;360.11 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-FAST2704N-squashfs-cfe.bin;108;357.46 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-re450-v1-squashfs-factory.bin;107;232.40 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c7-v2-squashfs-factory.bin;107;1.22 GB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-netgear_wndr3700-squashfs-sysupgrade.bin;107;358.47 MB
/releases/18.06.1/targets/ramips/mt7620/openwrt-18.06.1-ramips-mt7620-miwifi-mini-squashfs-sysupgrade.bin;106;168.99 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr841-v7-squashfs-sysupgrade.bin;106;260.80 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr941nd-v3-squashfs-sysupgrade.bin;106;301.90 MB
/releases/19.07.4/targets/oxnas/ox820/openwrt-19.07.4-oxnas-ox820-mitrastar_stg-212-squashfs-ubinized.bin;106;277.51 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-AR5315u-squashfs-cfe.bin;106;595.04 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_archer-c60-v3-squashfs-sysupgrade.bin;105;330.07 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-DSL275XB-D1-squashfs-cfe.bin;105;342.18 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c6-v2-squashfs-sysupgrade.bin;104;421.93 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-HG655b-squashfs-cfe.bin;104;327.08 MB
/releases/19.07.4/targets/brcm47xx/mips74k/openwrt-19.07.4-brcm47xx-mips74k-linksys-e1200-v2-squashfs.bin;104;293.81 MB
/releases/17.01.7/targets/ramips/rt305x/lede-17.01.7-ramips-rt305x-dir-615-d-squashfs-factory.bin;104;313.76 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-wavlink_wl-wn570ha1-squashfs-sysupgrade.bin;104;312.80 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-tl-wdr7500-v3-squashfs-factory.bin;103;318.68 MB
/releases/19.07.4/targets/brcm47xx/legacy/openwrt-19.07.4-brcm47xx-legacy-linksys-wrt54gs-squashfs.bin;102;332.22 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-ubnt_edgerouter-x-squashfs-sysupgrade.bin;102;349.07 MB
/releases/19.07.4/targets/ipq806x/generic/openwrt-19.07.4-ipq806x-generic-zyxel_nbg6817-squashfs-factory.bin;101;1.71 GB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr740n-v1-squashfs-factory.bin;101;271.66 MB
/releases/19.07.4/targets/ipq806x/generic/openwrt-19.07.4-ipq806x-generic-linksys_ea8500-squashfs-sysupgrade.bin;101;373.61 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-asus_rt-ac65p-squashfs-factory.bin;101;541.97 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-c7-v5-squashfs-factory.bin;100;407.68 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dir-842-c2-squashfs-sysupgrade.bin;100;397.74 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_cpe210-v3-squashfs-factory.bin;100;307.52 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-dlink_dwr-921-c3-squashfs-sysupgrade.bin;100;343.52 MB
/releases/19.07.4/targets/mpc85xx/generic/openwrt-19.07.4-mpc85xx-generic-tl-wdr4900-v1-squashfs-factory.bin;99;1.15 GB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-tplink_tl-wr802n-v4-squashfs-tftp-recovery.bin;99;609.33 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-skylab_skw92a-squashfs-sysupgrade.bin;99;183.61 MB
/releases/19.07.4/targets/ipq806x/generic/openwrt-19.07.4-ipq806x-generic-zyxel_nbg6817-squashfs-sysupgrade.bin;98;587.01 MB
/releases/19.07.4/targets/brcm47xx/mips74k/openwrt-19.07.4-brcm47xx-mips74k-linksys-e4200-v1-squashfs.bin;98;191.06 MB
/releases/17.01.7/targets/ramips/rt305x/lede-17.01.7-ramips-rt305x-dir-300-b1-squashfs-factory.bin;98;287.13 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa901nd-v5-squashfs-factory.bin;98;278.35 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-youku_yk1-squashfs-sysupgrade.bin;98;245.93 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-ubnt-loco-m-xw-squashfs-factory.bin;97;290.20 MB
/snapshots/targets/ipq806x/generic/openwrt-ipq806x-generic-netgear_r7800-squashfs-sysupgrade.bin;97;436.40 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-avm_fritz7360sl-squashfs-sysupgrade.bin;96;454.63 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dir-842-c1-squashfs-factory.bin;96;408.28 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-tplink_re200-v1-squashfs-factory.bin;96;537.31 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-dir-320-b1-squashfs-sysupgrade.bin;96;291.00 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-kimax_u35wf-squashfs-sysupgrade.bin;95;373.93 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wdr3500-v1-squashfs-factory.bin;95;527.19 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-wavlink_wl-wn531a6-squashfs-sysupgrade.bin;95;303.19 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr741nd-v2-squashfs-factory.bin;95;307.21 MB
/releases/17.01.5/targets/ar71xx/generic/lede-17.01.5-ar71xx-generic-tl-mr3420-v1-squashfs-sysupgrade.bin;95;283.82 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-wrt160nl-squashfs-factory.bin;95;332.46 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-ubnt-erx-sfp-squashfs-sysupgrade.bin;95;252.20 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-kn_rf-squashfs-factory.bin;94;295.99 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-lenovo_newifi-y1-squashfs-sysupgrade.bin;94;242.92 MB
/releases/19.07.4/targets/brcm47xx/generic/openwrt-19.07.4-brcm47xx-generic-linksys-e3000-v1-squashfs.bin;94;324.18 MB
/releases/19.07.1/targets/lantiq/xrx200/openwrt-19.07.1-lantiq-xrx200-bt_homehub-v5a-squashfs-sysupgrade.bin;94;77.10 MB
/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_tl-wr841n-v13-squashfs-sysupgrade.bin;94;286.89 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-cpe210-220-v1-squashfs-factory.bin;94;255.80 MB
/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-xiaomi_mir4a-100m-squashfs-sysupgrade.bin;93;276.32 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-tplink_c20-v1-squashfs-sysupgrade.bin;92;276.60 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-avm_fritz7412-squashfs-sysupgrade.bin;91;388.94 MB
/releases/19.07.4/targets/brcm47xx/mips74k/openwrt-19.07.4-brcm47xx-mips74k-linksys-e2000-v1-squashfs.bin;91;281.09 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-comfast_cf-e314n-v2-squashfs-sysupgrade.bin;91;263.95 MB
/releases/18.06.4/targets/ar71xx/tiny/openwrt-18.06.4-ar71xx-tiny-tl-wa850re-v2-squashfs-factory.bin;91;261.34 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-tl-wr1043nd-v1-squashfs-sysupgrade.bin;91;320.14 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-dlink_dir-842-c1-squashfs-sysupgrade.bin;90;364.78 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_archer-c60-v1-squashfs-factory.bin;90;308.47 MB
/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-avm_fritz7412-initramfs-kernel.bin;90;338.35 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr1043n-v5-squashfs-factory.bin;90;300.59 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr1043n-v5-squashfs-sysupgrade.bin;90;303.24 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_archer-c2-v3-squashfs-factory.bin;89;315.00 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-hc5661a-squashfs-sysupgrade.bin;89;171.69 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-dir-860l-b1-squashfs-factory.bin;89;312.56 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-dir-810l-squashfs-sysupgrade.bin;89;285.04 MB
/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_tl-wr840n-v4-squashfs-sysupgrade.bin;89;318.67 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netgear_r6260-squashfs-sysupgrade.bin;89;404.50 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr842n-v1-squashfs-sysupgrade.bin;89;302.53 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-newifi-d1-squashfs-sysupgrade.bin;89;253.59 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-dir-860l-b1-squashfs-sysupgrade.bin;88;311.76 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-tplink_tl-wa801nd-v5-squashfs-sysupgrade.bin;87;256.46 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-avm_fritz4020-squashfs-sysupgrade.bin;87;282.75 MB
/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_tl-wr850n-v2-squashfs-sysupgrade.bin;87;256.81 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_re450-v2-squashfs-factory.bin;87;310.10 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-youhua_wr1200js-squashfs-sysupgrade.bin;87;286.93 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa7210n-v2-squashfs-factory.bin;86;203.72 MB
/releases/19.07.4/targets/ipq40xx/generic/openwrt-19.07.4-ipq40xx-generic-linksys_ea8300-squashfs-sysupgrade.bin;86;327.46 MB
/releases/19.07.4/targets/brcm47xx/mips74k/openwrt-19.07.4-brcm47xx-mips74k-linksys-e900-v1-squashfs.bin;86;223.54 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa901nd-v3-squashfs-factory.bin;86;209.19 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wdr3500-v1-squashfs-sysupgrade.bin;86;288.68 MB
/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_re200-v2-squashfs-factory.bin;85;286.04 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-phicomm_k2t-squashfs-sysupgrade.bin;85;166.76 MB
/releases/19.07.4/targets/bcm53xx/generic/openwrt-19.07.4-bcm53xx-dlink-dir-885l-squashfs.bin;85;486.13 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-xiaomi_mir3g-initramfs-kernel.bin;85;189.52 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-xiaomi_redmi-router-ac2100-initramfs-kernel.bin;85;230.06 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa830re-v2-squashfs-factory.bin;84;210.28 MB
/releases/18.06.8/targets/ramips/mt76x8/openwrt-18.06.8-ramips-mt76x8-tplink_c50-v3-squashfs-tftp-recovery.bin;84;483.19 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-tplink_c50-v3-squashfs-sysupgrade.bin;84;262.85 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-dlink_dir-2660-a1-squashfs-factory.bin;84;509.13 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-ew1200-squashfs-sysupgrade.bin;84;250.09 MB
/releases/19.07.4/targets/ramips/mt76x8/openwrt-19.07.4-ramips-mt76x8-mac1200r-v2-squashfs-sysupgrade.bin;84;210.69 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-tl-wdr3600-v1-squashfs-sysupgrade.bin;83;285.53 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr841-v12-squashfs-factory.bin;83;252.85 MB
/releases/19.07.4/targets/brcm47xx/mips74k/openwrt-19.07.4-brcm47xx-mips74k-linksys-e2500-v1-squashfs.bin;83;232.98 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr2543-v1-squashfs-factory.bin;83;500.80 MB
/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-linksys_wrt1900acs-squashfs-sysupgrade.bin;83;374.78 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netgear_r6220-squashfs-sysupgrade.bin;83;297.30 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-tl-mr6400-v1-squashfs-sysupgrade.bin;83;320.24 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_archer-c59-v1-squashfs-factory.bin;83;310.78 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-A4001N1-squashfs-sysupgrade.bin;82;240.93 MB
/releases/19.07.4/targets/brcm47xx/mips74k/openwrt-19.07.4-brcm47xx-mips74k-linksys-e2500-v3-squashfs.bin;82;257.18 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-tl-wr703n-v1-squashfs-factory.bin;82;189.15 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wdr4310-v1-squashfs-sysupgrade.bin;82;244.65 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-ArcherC20i-squashfs-factory.bin;82;442.07 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-kimax_u35wf-squashfs-sysupgrade.bin;82;282.22 MB
/releases/17.01.4/targets/brcm63xx/generic/lede-17.01.4-brcm63xx-generic-HG556a-C-squashfs-cfe.bin;81;183.88 MB
/snapshots/targets/ipq806x/generic/openwrt-ipq806x-generic-linksys_ea7500-v1-squashfs-sysupgrade.bin;81;304.08 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr2543-v1-squashfs-sysupgrade.bin;81;275.16 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa901nd-v2-squashfs-factory.bin;81;215.29 MB
/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-netgear_dgnd3700-v2-squashfs-cfe.bin;80;617.89 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-tl-wr703n-v1-squashfs-sysupgrade.bin;80;176.80 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_archer-d7-v1-squashfs-sysupgrade.bin;80;334.29 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-y1s-squashfs-sysupgrade.bin;79;175.42 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-tl-wdr4310-v1-squashfs-factory.bin;79;84.89 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-xiaomi_mir3g-initramfs-kernel.bin;78;219.85 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-ArcherC50v1-squashfs-sysupgrade.bin;78;246.32 MB
