Firmware;Hits;Bandwidth
/releases/18.06.7/targets/ramips/rt305x/openwrt-18.06.7-ramips-rt305x-3g-6200n-initramfs-kernel.bin;12;18.17 MB
/releases/18.06.6/targets/ramips/mt7621/openwrt-18.06.6-ramips-mt7621-d-team_newifi-d2-squashfs-sysupgrade.bin;12;23.81 MB
/releases/18.06.0/targets/ramips/mt76x8/openwrt-18.06.0-ramips-mt76x8-tplink_c50-v3-squashfs-tftp-recovery.bin;12;54.26 MB
/releases/19.07.0-rc1/targets/brcm63xx/smp/openwrt-19.07.0-rc1-brcm63xx-smp-96338W-generic-squashfs-cfe.bin;12;13.14 MB
/releases/17.01.0-rc1/targets/ath25/generic/lede-17.01.0-rc1-r3042-ec095b5-ath25-ubnt2-pico2-squashfs-sysupgrade.bin;12;13.22 MB
/releases/19.07.3/targets/ramips/rt305x/openwrt-19.07.3-ramips-rt305x-all0256n-4M-squashfs-sysupgrade.bin;12;17.92 MB
/releases/18.06.2/targets/ramips/mt7621/openwrt-18.06.2-ramips-mt7621-iodata_wn-gx300gr-squashfs-sysupgrade.bin;12;28.23 MB
/releases/17.01.0-rc1/targets/ar7/generic/lede-17.01.0-rc1-r3042-ec095b5-ar7-generic-AG241v2-squashfs-code.bin;12;23.62 MB
/releases/18.06.2/targets/lantiq/xrx200/openwrt-18.06.2-lantiq-xrx200-tplink_tdw8970-squashfs-sysupgrade.bin;12;34.30 MB
/releases/18.06.0-rc1/targets/ramips/rt3883/openwrt-18.06.0-rc1-ramips-rt3883-dir-645-squashfs-factory.bin;12;15.83 MB
/releases/19.07.2/targets/ar71xx/generic/openwrt-19.07.2-ar71xx-generic-archer-c58-v1-squashfs-sysupgrade.bin;12;25.50 MB
/releases/18.06.2/targets/brcm63xx/generic/openwrt-18.06.2-brcm63xx-generic-AR5387un-squashfs-sysupgrade.bin;12;23.04 MB
/releases/17.01.6/targets/lantiq/falcon/lede-17.01.6-lantiq-falcon-EASY88444-squashfs-sysupgrade.bin;12;18.56 MB
/releases/18.06.1/targets/brcm63xx/smp/openwrt-18.06.1-brcm63xx-smp-CPVA502PLUS-squashfs-cfe.bin;12;17.48 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-wpj342-16M-squashfs-sysupgrade.bin;12;26.55 MB
/releases/18.06.0-rc2/targets/ramips/rt3883/openwrt-18.06.0-rc2-ramips-rt3883-cy-swr1100-squashfs-factory.bin;12;19.01 MB
/releases/17.01.5/targets/brcm47xx/legacy/lede-17.01.5-brcm47xx-legacy-linksys-wrt54gs-squashfs.bin;12;22.09 MB
/releases/19.07.0-rc1/targets/ramips/rt305x/openwrt-19.07.0-rc1-ramips-rt305x-dap-1350-initramfs-kernel.bin;12;21.26 MB
/releases/18.06.3/targets/kirkwood/generic/openwrt-18.06.3-kirkwood-linksys_viper-squashfs-factory.bin;12;41.81 MB
/releases/17.01.6/targets/lantiq/xrx200/lede-17.01.6-lantiq-xrx200-BTHOMEHUBV5A-ubifs-sysupgrade.bin;12;20.84 MB
/releases/18.06.8/targets/ixp4xx/generic/apex/apex-nslu2-armeb.bin;12;365.07 KB
/releases/17.01.2/targets/bcm53xx/generic/lede-17.01.2-bcm53xx-tplink-archer-c9-v1-squashfs.bin;12;15.86 MB
/releases/18.06.6/targets/ipq40xx/generic/openwrt-18.06.6-ipq40xx-glinet_gl-b1300-squashfs-sysupgrade.bin;12;19.45 MB
/releases/17.01.0-rc1/targets/ramips/mt7620/lede-17.01.0-rc1-r3042-ec095b5-ramips-mt7620-cs-qr10-squashfs-sysupgrade.bin;12;20.08 MB
/releases/18.06.4/targets/lantiq/xway/openwrt-18.06.4-lantiq-xway-arcadyan_arv7518pw-squashfs-sysupgrade.bin;12;30.92 MB
/releases/17.01.1/targets/brcm63xx/generic/lede-17.01.1-brcm63xx-generic-A4001N-squashfs-cfe.bin;12;16.11 MB
/releases/19.07.1/targets/ath79/generic/openwrt-19.07.1-ath79-generic-comfast_cf-e110n-v2-initramfs-kernel.bin;12;19.99 MB
/releases/18.06.4/targets/ramips/mt7621/openwrt-18.06.4-ramips-mt7621-mikrotik_rbm33g-squashfs-sysupgrade.bin;12;26.56 MB
/releases/19.07.2/targets/ipq40xx/generic/openwrt-19.07.2-ipq40xx-generic-linksys_ea8300-squashfs-sysupgrade.bin;12;37.73 MB
/releases/19.07.3/targets/mvebu/cortexa9/openwrt-19.07.3-mvebu-cortexa9-marvell_a370-rd-initramfs-kernel.bin;12;21.32 MB
/releases/17.01.4/targets/lantiq/falcon/lede-17.01.4-lantiq-falcon-FALCON-MDU-squashfs-sysupgrade.bin;12;11.59 MB
/releases/18.06.0-rc1/targets/kirkwood/generic/openwrt-18.06.0-rc1-kirkwood-seagate_goflexhome-squashfs-sysupgrade.bin;12;18.70 MB
/releases/18.06.7/targets/mvebu/cortexa9/openwrt-18.06.7-mvebu-cortexa9-globalscale-mirabox-squashfs-sysupgrade.bin;12;25.18 MB
/releases/18.06.0-rc1/targets/ramips/rt305x/openwrt-18.06.0-rc1-ramips-rt305x-asl26555-16M-squashfs-sysupgrade.bin;12;12.53 MB
/releases/19.07.1/targets/mvebu/cortexa9/openwrt-19.07.1-mvebu-cortexa9-solidrun_clearfog-pro-a1-initramfs-kernel.bin;12;18.49 MB
/releases/19.07.0-rc2/targets/ramips/mt7621/openwrt-19.07.0-rc2-ramips-mt7621-iodata_wn-ax1167gr-initramfs-factory.bin;12;12.47 MB
/releases/18.06.0/targets/mvebu/cortexa9/openwrt-18.06.0-mvebu-cortexa9-armada-xp-gp-initramfs-kernel.bin;12;23.95 MB
/releases/18.06.0/targets/lantiq/xrx200/openwrt-18.06.0-lantiq-xrx200-buffalo_wbmr-300hpd-squashfs-sysupgrade.bin;12;16.56 MB
/releases/17.01.1/targets/oxnas/generic/lede-17.01.1-oxnas-pogoplug-pro-squashfs-ubinized.bin;12;16.81 MB
/releases/18.06.0/targets/ar71xx/nand/openwrt-18.06.0-ar71xx-nand-nbg6716-squashfs-factory.bin;12;19.64 MB
/releases/18.06.8/targets/at91/sama5d2/u-boot-sama5d27_som1_ek_spiflash/u-boot.bin;12;2.11 MB
/releases/18.06.4/targets/brcm63xx/smp/openwrt-18.06.4-brcm63xx-smp-BTV2110-squashfs-cfe.bin;12;20.76 MB
/releases/18.06.7/targets/lantiq/xrx200/openwrt-18.06.7-lantiq-xrx200-lantiq_easy80920-nor-squashfs-sysupgrade.bin;12;34.73 MB
/releases/18.06.4/targets/ramips/rt305x/openwrt-18.06.4-ramips-rt305x-all0256n-4M-squashfs-sysupgrade.bin;12;28.83 MB
/releases/19.07.2/targets/apm821xx/nand/openwrt-19.07.2-apm821xx-nand-netgear_wndap620-squashfs-sysupgrade.bin;12;34.11 MB
/releases/19.07.0-rc1/targets/ar71xx/tiny/openwrt-19.07.0-rc1-ar71xx-tiny-wnr1000v2-squashfs-sysupgrade.bin;12;24.25 MB
/releases/17.01.7/targets/lantiq/xway/lede-17.01.7-lantiq-xway-ARV8539PW22-initramfs-kernel.bin;12;19.08 MB
/releases/19.07.2/targets/ramips/mt76x8/openwrt-19.07.2-ramips-mt76x8-tplink_c20-v4-squashfs-sysupgrade.bin;12;31.64 MB
/releases/19.07.0/targets/lantiq/xrx200/openwrt-19.07.0-lantiq-xrx200-avm_fritz7362sl-initramfs-kernel.bin;12;28.01 MB
/releases/17.01.4/targets/apm821xx/nand/lede-17.01.4-apm821xx-nand-mx60w-initramfs-kernel.bin;12;24.16 MB
/releases/18.06.4/targets/brcm63xx/smp/openwrt-18.06.4-brcm63xx-smp-A4001N-squashfs-cfe.bin;12;32.77 MB
/releases/17.01.4/targets/lantiq/xway/lede-17.01.4-lantiq-xway-ARV7518PW-squashfs-sysupgrade.bin;12;15.76 MB
/releases/19.07.2/targets/lantiq/xway/openwrt-19.07.2-lantiq-xway-netgear_dgn3500b-squashfs-sysupgrade.bin;12;26.06 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-elecom_wrc-1167ghbk2-s-squashfs-sysupgrade.bin;12;15.83 MB
/releases/18.06.1/targets/lantiq/falcon/openwrt-18.06.1-lantiq-falcon-lantiq_falcon-mdu-squashfs-sysupgrade.bin;12;14.43 MB
/releases/19.07.3/targets/ramips/mt7620/openwrt-19.07.3-ramips-mt7620-bocco-squashfs-sysupgrade.bin;12;33.38 MB
/releases/19.07.3/targets/ath79/tiny/openwrt-19.07.3-ath79-tiny-tplink_tl-wr841-v8-initramfs-kernel.bin;12;27.10 MB
/releases/18.06.7/targets/mpc85xx/generic/openwrt-18.06.7-mpc85xx-generic-tl-wdr4900-v1-squashfs-fdt.bin;12;126.48 KB
/releases/18.06.5/targets/at91/sama5d4/at91bootstrap-sama5d4_xplainedsd_uboot_secure/at91bootstrap.bin;12;272.78 KB
/releases/18.06.0-rc2/targets/layerscape/armv8_32b/openwrt-18.06.0-rc2-layerscape-armv8_32b-ls1012afrdm-ubifs-firmware.bin;12;89.25 MB
/releases/17.01.3/targets/ramips/mt7620/lede-17.01.3-ramips-mt7620-rt-n14u-squashfs-sysupgrade.bin;12;21.45 MB
/releases/17.01.0-rc1/targets/ramips/rt305x/lede-17.01.0-rc1-r3042-ec095b5-ramips-rt305x-air3gii-initramfs-kernel.bin;12;13.13 MB
/releases/17.01.1/targets/ramips/rt3883/lede-17.01.1-ramips-rt3883-tew-692gr-squashfs-sysupgrade.bin;12;15.39 MB
/releases/19.07.0/targets/brcm63xx/smp/openwrt-19.07.0-brcm63xx-smp-CT-5365-squashfs-cfe.bin;12;30.31 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-VH4032N-squashfs-sysupgrade.bin;12;22.19 MB
/releases/18.06.5/targets/lantiq/falcon/openwrt-18.06.5-lantiq-falcon-lantiq_falcon-sfp-squashfs-sysupgrade.bin;12;22.09 MB
/releases/19.07.1/targets/ramips/rt288x/openwrt-19.07.1-ramips-rt288x-wzr-agl300nh-squashfs-sysupgrade.bin;12;12.93 MB
/releases/19.07.0-rc1/targets/ar71xx/generic/openwrt-19.07.0-rc1-ar71xx-generic-archer-c7-v4-squashfs-factory.bin;12;20.33 MB
/releases/18.06.7/targets/brcm47xx/mips74k/openwrt-18.06.7-brcm47xx-mips74k-linksys-e2500-v2-squashfs.bin;12;15.13 MB
/releases/18.06.6/targets/lantiq/xrx200/openwrt-18.06.6-lantiq-xrx200-arcadyan_vgv7510kw22-nor-squashfs-sysupgrade.bin;12;28.67 MB
/releases/17.01.5/targets/ar71xx/generic/lede-17.01.5-ar71xx-generic-tl-mr3040-v2-squashfs-sysupgrade.bin;12;37.64 MB
/releases/19.07.3/targets/ramips/mt7620/openwrt-19.07.3-ramips-mt7620-y1-squashfs-sysupgrade.bin;12;28.50 MB
/releases/18.06.7/targets/ar71xx/mikrotik/openwrt-18.06.7-ar71xx-mikrotik-rb-nor-flash-16M-ac-initramfs-kernel.bin;12;17.70 MB
/releases/18.06.0-rc1/targets/ar71xx/mikrotik/openwrt-18.06.0-rc1-ar71xx-mikrotik-rb-nor-flash-16M-initramfs-kernel.bin;12;25.80 MB
/releases/17.01.0-rc1/targets/brcm63xx/generic/lede-17.01.0-rc1-r3042-ec095b5-brcm63xx-generic-96368MVWG-generic-squashfs-cfe.bin;12;14.19 MB
/releases/17.01.4/targets/brcm63xx/generic/lede-17.01.4-brcm63xx-generic-AR5387un-squashfs-cfe.bin;12;35.56 MB
/releases/19.07.4/targets/kirkwood/generic/u-boot-iconnect/u-boot.bin;12;3.40 MB
/releases/19.07.0/targets/brcm63xx/generic/openwrt-19.07.0-brcm63xx-generic-AR5387un-squashfs-cfe.bin;12;54.36 MB
/releases/17.01.5/targets/ramips/mt7620/lede-17.01.5-ramips-mt7620-microwrt-squashfs-sysupgrade.bin;12;18.75 MB
/releases/19.07.0/targets/ramips/mt7621/openwrt-19.07.0-ramips-mt7621-hc5962-squashfs-factory.bin;12;26.62 MB
/releases/17.01.0-rc2/targets/ar71xx/mikrotik/lede-17.01.0-rc2-r3131-42f3c1f-ar71xx-mikrotik-nand-large-squashfs-sysupgrade.bin;12;13.56 MB
/releases/17.01.0-rc2/targets/brcm47xx/generic/lede-17.01.0-rc2-r3131-42f3c1f-brcm47xx-generic-linksys-wrt350n-v1-squashfs.bin;12;17.42 MB
/releases/17.01.3/targets/brcm63xx/generic/lede-17.01.3-brcm63xx-generic-AR5387un-squashfs-cfe.bin;12;26.78 MB
/releases/18.06.0-rc2/targets/brcm47xx/mips74k/openwrt-18.06.0-rc2-brcm47xx-mips74k-linksys-e2500-v2.1-squashfs.bin;12;21.40 MB
/releases/18.06.0-rc2/targets/ar71xx/tiny/openwrt-18.06.0-rc2-ar71xx-tiny-tl-wa801nd-v2-squashfs-sysupgrade.bin;12;16.61 MB
/releases/19.07.0/targets/ramips/mt7620/openwrt-19.07.0-ramips-mt7620-ArcherC50v1-initramfs-kernel.bin;12;24.74 MB
/releases/19.07.2/targets/lantiq/xrx200/openwrt-19.07.2-lantiq-xrx200-avm_fritz3370-rev2-micron-squashfs-eva-filesystem.bin;12;17.18 MB
/releases/19.07.0-rc2/targets/ramips/mt7621/openwrt-19.07.0-rc2-ramips-mt7621-elecom_wrc-2533gst-initramfs-kernel.bin;12;16.68 MB
/releases/19.07.0/targets/ar71xx/mikrotik/openwrt-19.07.0-ar71xx-mikrotik-rb-nor-flash-16M-ac-initramfs-kernel.bin;12;25.81 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-pb44-kernel.bin;12;8.19 MB
/releases/19.07.0/targets/gemini/generic/openwrt-19.07.0-gemini-dlink_dir-685-squashfs-sysupgrade.bin;12;34.09 MB
/releases/18.06.0/targets/ramips/mt7621/openwrt-18.06.0-ramips-mt7621-mir3g-initramfs-kernel.bin;12;17.61 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-ubdev01-squashfs-factory.bin;12;20.25 MB
/releases/18.06.3/targets/ar71xx/generic/openwrt-18.06.3-ar71xx-generic-ap531b0-squashfs-sysupgrade.bin;12;20.65 MB
/releases/18.06.4/targets/ar71xx/generic/openwrt-18.06.4-ar71xx-generic-antrouter-r1-squashfs-factory.bin;12;41.06 MB
/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-dcs-930l-b1-initramfs-kernel.bin;12;25.16 MB
/releases/18.06.5/targets/ar71xx/generic/openwrt-18.06.5-ar71xx-generic-ap121-8M-squashfs-sysupgrade.bin;12;36.80 MB
/releases/19.07.0/targets/kirkwood/generic/openwrt-19.07.0-kirkwood-cloudengines_pogoe02-squashfs-sysupgrade.bin;12;20.89 MB
/releases/18.06.5/targets/layerscape/armv8_32b/openwrt-18.06.5-layerscape-armv8_32b-ls1046ardb-ubifs-firmware.bin;12;107.26 MB
/releases/17.01.2/targets/ramips/rt305x/lede-17.01.2-ramips-rt305x-asl26555-16M-squashfs-sysupgrade.bin;12;13.51 MB
/releases/17.01.3/targets/brcm47xx/legacy/lede-17.01.3-brcm47xx-legacy-linksys-wrt54g3g-em-squashfs.bin;12;15.61 MB
/releases/18.06.3/targets/brcm63xx/generic/openwrt-18.06.3-brcm63xx-generic-DG834GT_PN-squashfs-cfe.bin;12;13.20 MB
/releases/17.01.5/targets/brcm63xx/smp/lede-17.01.5-brcm63xx-smp-AR5387un-squashfs-cfe.bin;12;33.89 MB
/releases/18.06.0-rc2/targets/ramips/mt76x8/openwrt-18.06.0-rc2-ramips-mt76x8-tplink_c20-v4-squashfs-tftp-recovery.bin;12;39.89 MB
/releases/18.06.4/targets/brcm63xx/generic/openwrt-18.06.4-brcm63xx-generic-96348GW-generic-squashfs-cfe.bin;12;18.09 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-ja76pf-rootfs-squashfs.bin;12;12.75 MB
/releases/19.07.3/targets/ipq806x/generic/openwrt-19.07.3-ipq806x-generic-qcom_ipq8064-ap148-squashfs-nand-sysupgrade.bin;12;31.44 MB
/releases/17.01.1/targets/ramips/rt305x/lede-17.01.1-ramips-rt305x-awm003-evb-initramfs-kernel.bin;12;12.24 MB
/releases/19.07.0/targets/brcm63xx/smp/openwrt-19.07.0-brcm63xx-smp-963281TAN-generic-squashfs-cfe-4M.bin;12;17.59 MB
/releases/19.07.0/targets/mpc85xx/generic/openwrt-19.07.0-mpc85xx-generic-tl-wdr4900-v1-squashfs-sysupgrade.bin;12;18.92 MB
/releases/18.06.0-rc2/targets/ramips/mt76x8/openwrt-18.06.0-rc2-ramips-mt76x8-tl-wr840n-v5-squashfs-sysupgrade.bin;12;15.54 MB
/releases/19.07.0/targets/ar71xx/generic/openwrt-19.07.0-ar71xx-generic-antminer-s1-squashfs-sysupgrade.bin;12;18.20 MB
/releases/19.07.1/targets/ramips/mt7620/openwrt-19.07.1-ramips-mt7620-ArcherMR200-initramfs-kernel.bin;12;18.12 MB
/releases/19.07.2/targets/ath79/generic/openwrt-19.07.2-ath79-generic-comfast_cf-e120a-v3-initramfs-kernel.bin;12;24.32 MB
/releases/18.06.0-rc2/targets/ar7/generic/openwrt-18.06.0-rc2-ar7-generic-WAG54GP2v2-squashfs-code.bin;12;25.12 MB
/releases/18.06.1/targets/ramips/mt7621/openwrt-18.06.1-ramips-mt7621-mt7621-squashfs-sysupgrade.bin;12;15.14 MB
/releases/19.07.3/targets/brcm47xx/mips74k/openwrt-19.07.3-brcm47xx-mips74k-linksys-e2500-v3-squashfs.bin;12;23.33 MB
/releases/18.06.3/targets/kirkwood/generic/openwrt-18.06.3-kirkwood-seagate_dockstar-squashfs-sysupgrade.bin;12;23.96 MB
/releases/18.06.5/targets/brcm63xx/generic/openwrt-18.06.5-brcm63xx-generic-96368MVNgr-generic-squashfs-cfe.bin;12;19.51 MB
/releases/19.07.2/targets/ipq40xx/generic/openwrt-19.07.2-ipq40xx-generic-avm_fritzbox-4040-squashfs-eva.bin;12;24.64 MB
/releases/17.01.3/targets/brcm63xx/generic/lede-17.01.3-brcm63xx-generic-96358VW2-generic-squashfs-cfe.bin;12;16.03 MB
/releases/19.07.1/targets/ar71xx/mikrotik/openwrt-19.07.1-ar71xx-mikrotik-nand-64m-initramfs-kernel.bin;12;19.89 MB
/releases/18.06.5/targets/ar71xx/mikrotik/openwrt-18.06.5-ar71xx-mikrotik-vmlinux.bin;12;22.91 MB
/releases/18.06.5/targets/mvebu/cortexa9/openwrt-18.06.5-mvebu-cortexa9-linksys-wrt1200ac-initramfs-kernel.bin;12;11.42 MB
/releases/19.07.2/targets/lantiq/xrx200/openwrt-19.07.2-lantiq-xrx200-avm_fritz3370-rev2-hynix-squashfs-sysupgrade.bin;12;18.54 MB
/releases/18.06.4/targets/brcm63xx/smp/openwrt-18.06.4-brcm63xx-smp-CT-6373-squashfs-cfe.bin;12;26.45 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-pb44-squashfs-sysupgrade.bin;12;21.00 MB
/releases/18.06.0-rc1/targets/ipq806x/generic/openwrt-18.06.0-rc1-ipq806x-tplink_c2600-squashfs-factory.bin;12;32.15 MB
/releases/18.06.4/targets/lantiq/xrx200/openwrt-18.06.4-lantiq-xrx200-bt_homehub-v5a-squashfs-sysupgrade.bin;12;22.29 MB
/releases/19.07.0/targets/ipq806x/generic/openwrt-19.07.0-ipq806x-generic-qcom_ipq8064-ap148-legacy-squashfs-nand-factory.bin;12;26.70 MB
/releases/19.07.0-rc1/targets/oxnas/ox820/openwrt-19.07.0-rc1-oxnas-ox820-cloudengines_pogoplugpro-ubifs-ubinized.bin;12;29.86 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-ja76pf-squashfs-sysupgrade.bin;12;20.84 MB
/releases/18.06.4/targets/ramips/mt76x8/openwrt-18.06.4-ramips-mt76x8-tplink_c50-v3-squashfs-tftp-recovery.bin;12;46.92 MB
/releases/19.07.0-rc1/targets/ramips/mt7620/openwrt-19.07.0-rc1-ramips-mt7620-d240-squashfs-sysupgrade.bin;12;29.34 MB
/releases/17.01.3/targets/lantiq/falcon/lede-17.01.3-lantiq-falcon-EASY98021-squashfs-sysupgrade.bin;12;13.76 MB
/releases/18.06.2/targets/brcm63xx/generic/openwrt-18.06.2-brcm63xx-generic-CT-6373-squashfs-cfe.bin;12;21.57 MB
/releases/17.01.3/targets/ramips/mt7620/lede-17.01.3-ramips-mt7620-d240-squashfs-sysupgrade.bin;12;16.56 MB
/releases/17.01.5/targets/ramips/rt305x/lede-17.01.5-ramips-rt305x-all5003-squashfs-sysupgrade.bin;12;24.66 MB
/releases/17.01.0-rc1/targets/brcm63xx/generic/lede-17.01.0-rc1-r3042-ec095b5-brcm63xx-generic-A226G-squashfs-cfe.bin;12;18.47 MB
/releases/17.01.4/targets/ramips/rt3883/lede-17.01.4-ramips-rt3883-cy-swr1100-squashfs-sysupgrade.bin;12;12.45 MB
/releases/17.01.5/targets/ar71xx/generic/lede-17.01.5-ar71xx-generic-ap90q-squashfs-sysupgrade.bin;12;13.61 MB
/releases/17.01.7/targets/ipq806x/generic/lede-17.01.7-ipq806x-EA8500-squashfs-factory.bin;12;35.44 MB
/releases/18.06.3/targets/lantiq/xway/openwrt-18.06.3-lantiq-xway-buffalo_wbmr-hp-g300h-b-initramfs-kernel.bin;12;22.04 MB
/releases/18.06.0/targets/ramips/mt7620/openwrt-18.06.0-ramips-mt7620-kn_rc-squashfs-factory.bin;12;21.62 MB
/releases/19.07.3/targets/imx6/generic/openwrt-19.07.3-imx6-cubox-i-squashfs-combined.bin;12;84.02 MB
/releases/18.06.5/targets/ramips/rt288x/openwrt-18.06.5-ramips-rt288x-ar670w-squashfs-sysupgrade.bin;12;25.61 MB
/releases/17.01.3/targets/lantiq/xrx200/lede-17.01.3-lantiq-xrx200-VGV7510KW22BRN-squashfs-factory.bin;12;21.51 MB
/releases/19.07.2/targets/mvebu/cortexa72/openwrt-19.07.2-mvebu-cortexa72-marvell_armada8040-db-initramfs-kernel.bin;12;80.69 MB
/releases/19.07.2/targets/ath79/generic/openwrt-19.07.2-ath79-generic-devolo_dvl1750x-initramfs-kernel.bin;12;20.48 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-tl-mr3040-v2-squashfs-sysupgrade.bin;12;34.77 MB
/releases/18.06.1/targets/ramips/rt305x/openwrt-18.06.1-ramips-rt305x-dap-1350-initramfs-kernel.bin;12;24.10 MB
/releases/18.06.5/targets/ramips/rt305x/openwrt-18.06.5-ramips-rt305x-atp-52b-initramfs-kernel.bin;12;18.10 MB
/releases/19.07.1/targets/ramips/mt76x8/openwrt-19.07.1-ramips-mt76x8-miwifi-nano-squashfs-sysupgrade.bin;12;20.11 MB
/releases/18.06.5/targets/ipq40xx/generic/openwrt-18.06.5-ipq40xx-qcom_ap-dk04.1-c1-squashfs-nand-sysupgrade.bin;12;16.16 MB
/releases/18.06.4/targets/ar71xx/tiny/openwrt-18.06.4-ar71xx-tiny-tl-wa901nd-v5-squashfs-sysupgrade.bin;12;21.09 MB
/releases/17.01.5/targets/ipq806x/generic/lede-17.01.5-ipq806x-EA8500-squashfs-factory.bin;12;30.04 MB
/releases/17.01.6/targets/ramips/rt3883/lede-17.01.6-ramips-rt3883-wlr-6000-squashfs-sysupgrade.bin;12;10.84 MB
/releases/19.07.1/targets/ramips/mt76x8/openwrt-19.07.1-ramips-mt76x8-tl-wr840n-v4-squashfs-sysupgrade.bin;12;19.67 MB
/releases/19.07.2/targets/lantiq/xrx200/openwrt-19.07.2-lantiq-xrx200-bt_homehub-v5a-squashfs-sysupgrade.bin;12;39.82 MB
/releases/19.07.2/targets/kirkwood/generic/openwrt-19.07.2-kirkwood-linksys_viper-squashfs-sysupgrade.bin;12;18.18 MB
/releases/19.07.3/targets/lantiq/xway/openwrt-19.07.3-lantiq-xway-arcadyan_arv7519pw-initramfs-kernel.bin;12;16.32 MB
/releases/17.01.7/targets/ramips/mt7621/lede-17.01.7-ramips-mt7621-firewrt-squashfs-sysupgrade.bin;12;19.73 MB
/releases/18.06.4/targets/brcm63xx/generic/openwrt-18.06.4-brcm63xx-generic-96338GW-generic-squashfs-cfe.bin;12;13.71 MB
/releases/19.07.2/targets/ramips/mt7621/openwrt-19.07.2-ramips-mt7621-firewrt-initramfs-kernel.bin;12;24.86 MB
/releases/18.06.1/targets/ramips/rt288x/openwrt-18.06.1-ramips-rt288x-ar725w-squashfs-sysupgrade.bin;12;23.58 MB
/releases/19.07.1/targets/lantiq/xway/openwrt-19.07.1-lantiq-xway-arcadyan_arv7506pw11-initramfs-kernel.bin;12;15.69 MB
/releases/19.07.3/targets/kirkwood/generic/openwrt-19.07.3-kirkwood-seagate_goflexhome-squashfs-factory.bin;12;20.45 MB
/releases/19.07.0-rc1/targets/ramips/mt7620/openwrt-19.07.0-rc1-ramips-mt7620-db-wrt01-squashfs-sysupgrade.bin;12;27.69 MB
/releases/19.07.0/targets/ath79/generic/openwrt-19.07.0-ath79-generic-buffalo_bhr-4grv2-initramfs-kernel.bin;12;18.58 MB
/releases/18.06.1/targets/mvebu/cortexa9/openwrt-18.06.1-mvebu-cortexa9-linksys-wrt1200ac-initramfs-kernel.bin;12;20.62 MB
/releases/18.06.4/targets/ar7/generic/openwrt-18.06.4-ar7-generic-AG1B-squashfs-code.bin;12;27.72 MB
/releases/19.07.0-rc2/targets/ipq40xx/generic/openwrt-19.07.0-rc2-ipq40xx-generic-engenius_ens620ext-squashfs-sysupgrade.bin;12;33.19 MB
/releases/19.07.3/targets/ipq806x/generic/openwrt-19.07.3-ipq806x-generic-qcom_ipq8064-ap148-legacy-squashfs-nand-factory.bin;12;30.72 MB
/releases/18.06.3/targets/ramips/mt7621/openwrt-18.06.3-ramips-mt7621-iodata_wn-gx300gr-squashfs-sysupgrade.bin;12;25.39 MB
/releases/19.07.2/targets/brcm47xx/legacy/openwrt-19.07.2-brcm47xx-legacy-linksys-wrt150n-squashfs.bin;12;22.15 MB
/releases/17.01.4/targets/brcm63xx/smp/lede-17.01.4-brcm63xx-smp-96368MVNgr-generic-squashfs-cfe.bin;12;8.33 MB
/releases/19.07.2/targets/brcm63xx/smp/openwrt-19.07.2-brcm63xx-smp-963281TAN-generic-squashfs-cfe-16M.bin;12;41.40 MB
/releases/18.06.6/targets/ramips/mt7620/openwrt-18.06.6-ramips-mt7620-mlw221-squashfs-sysupgrade.bin;12;23.70 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-wpe72-squashfs-16M-sysupgrade.bin;12;21.06 MB
/releases/18.06.0/targets/ar71xx/tiny/openwrt-18.06.0-ar71xx-tiny-n150r-squashfs-sysupgrade.bin;12;15.45 MB
/releases/17.01.5/targets/ramips/rt305x/lede-17.01.5-ramips-rt305x-d105-squashfs-sysupgrade.bin;12;20.12 MB
/releases/17.01.0/targets/apm821xx/nand/lede-17.01.0-r3205-59508e3-apm821xx-nand-mr24-initramfs-kernel.bin;12;17.21 MB
/releases/19.07.2/targets/brcm63xx/generic/openwrt-19.07.2-brcm63xx-generic-AR5315u-squashfs-cfe.bin;12;40.76 MB
/releases/19.07.1/targets/ath79/tiny/openwrt-19.07.1-ath79-tiny-tplink_tl-wr740n-v4-initramfs-kernel.bin;12;19.69 MB
/releases/17.01.3/targets/ixp4xx/generic/lede-17.01.3-ixp4xx-generic-squashfs-sysupgrade.bin;12;24.42 MB
/releases/17.01.0-rc2/targets/ramips/rt305x/lede-17.01.0-rc2-r3131-42f3c1f-ramips-rt305x-d105-squashfs-sysupgrade.bin;12;12.59 MB
