Image;Hits;206 Hits;Hits combined;Bandwidth;Avg. Size
/releases/18.06.0/targets/x86/generic/openwrt-18.06.0-x86-generic-generic-rootfs.tar.gz;28;19;47;70.96 MB;1.51 MB
/releases/18.06.1/targets/x86/generic/openwrt-18.06.1-x86-generic-generic-rootfs.tar.gz;27;0;27;71.19 MB;2.64 MB
/releases/19.07.4/targets/x86/legacy/openwrt-19.07.4-x86-legacy-generic-rootfs.tar.gz;27;5;32;44.25 MB;1.38 MB
/releases/19.07.4/targets/sunxi/cortexa53/openwrt-19.07.4-sunxi-cortexa53-sun50i-a64-sopine-baseboard-squashfs-sdcard.img.gz;27;37;64;89.57 MB;1.40 MB
/releases/18.06.8/targets/x86/generic/openwrt-18.06.8-x86-generic-combined-squashfs.img.gz;27;76;103;143.15 MB;1.39 MB
/releases/18.06.6/targets/x86/generic/openwrt-18.06.6-x86-generic-generic-rootfs.tar.gz;27;0;27;71.30 MB;2.64 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-nanopi-m1-plus-ext4-sdcard.img.gz;27;15;42;110.48 MB;2.63 MB
/releases/19.07.4/targets/brcm2708/bcm2708/openwrt-19.07.4-brcm2708-bcm2708-rpi-squashfs-sysupgrade.img.gz;27;35;62;171.66 MB;2.77 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-orangepi-pc-plus-ext4-sdcard.img.gz;27;44;71;79.87 MB;1.12 MB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun4i-a10-olinuxino-lime-squashfs-sdcard.img.gz;27;0;27;81.96 MB;3.04 MB
/releases/18.06.3/targets/x86/generic/openwrt-18.06.3-x86-generic-generic-rootfs.tar.gz;26;0;26;68.55 MB;2.64 MB
/releases/19.07.4/targets/x86/geode/openwrt-19.07.4-x86-geode-rootfs-ext4.img.gz;26;0;26;69.24 MB;2.66 MB
/releases/18.06.5/targets/x86/generic/openwrt-18.06.5-x86-generic-generic-rootfs.tar.gz;26;0;26;68.64 MB;2.64 MB
/snapshots/targets/mediatek/mt7623/openwrt-mediatek-mt7623-bpi_bananapi-r2-scatter.txt;26;0;26;30.95 KB;1.19 KB
/releases/18.06.4/targets/x86/generic/openwrt-18.06.4-x86-generic-generic-rootfs.tar.gz;26;0;26;68.53 MB;2.64 MB
/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_macchiatobin-singleshot-squashfs-sdcard.img.gz;26;2;28;126.14 MB;4.50 MB
/releases/19.07.4/targets/x86/geode/openwrt-19.07.4-x86-geode-rootfs-squashfs.img.gz;26;20;46;58.40 MB;1.27 MB
/releases/17.01.4/targets/x86/generic/lede-17.01.4-x86-generic-generic-rootfs.tar.gz;25;0;25;64.99 MB;2.60 MB
/snapshots/targets/x86/generic/openwrt-x86-generic-generic-squashfs-combined-efi.img.gz;25;59;84;158.45 MB;1.89 MB
/snapshots/targets/armvirt/64/openwrt-armvirt-64-default-rootfs.tar.gz;25;0;25;46.46 MB;1.86 MB
/snapshots/targets/mediatek/mt7622/openwrt-mediatek-mt7622-bpi_bananapi-r64-rootdisk-squashfs-sysupgrade-emmc.bin.gz;25;7;32;139.13 MB;4.35 MB
/releases/19.07.4/targets/arc770/generic/openwrt-19.07.4-arc770-generic-Default-sdcard-vfat-ext4.img.gz;25;63;88;93.72 MB;1.07 MB
/snapshots/targets/armvirt/32/openwrt-armvirt-32-rootfs-squashfs.img.gz;25;0;25;37.84 MB;1.51 MB
/releases/19.07.4/targets/armvirt/64/openwrt-19.07.4-armvirt-64-root.squashfs.gz;24;8;32;24.25 MB;775.92 KB
/releases/19.07.3/targets/x86/64/openwrt-19.07.3-x86-64-combined-squashfs.img.gz;24;34;58;128.06 MB;2.21 MB
/releases/17.01.3/targets/ar71xx/mikrotik/lede-17.01.3-ar71xx-mikrotik-vmlinux-initramfs.lzma;24;0;24;68.84 MB;2.87 MB
/releases/19.07.4/targets/mvebu/cortexa9/openwrt-19.07.4-mvebu-cortexa9-solidrun_clearfog-base-a1-squashfs-sdcard.img.gz;24;14;38;74.57 MB;1.96 MB
/releases/19.07.2/targets/x86/generic/openwrt-19.07.2-x86-generic-combined-ext4.img.gz;24;11;35;159.80 MB;4.57 MB
/releases/17.01.6/targets/x86/generic/lede-17.01.6-x86-generic-generic-rootfs.tar.gz;24;0;24;62.45 MB;2.60 MB
/releases/19.07.4/targets/ar71xx/nand/openwrt-19.07.4-ar71xx-nand-z1-squashfs-sysupgrade.tar;24;7;31;93.99 MB;3.03 MB
/releases/18.06.1/targets/ar71xx/nand/openwrt-18.06.1-ar71xx-nand-vmlinux.lzma;24;0;24;4.95 MB;211.12 KB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-squashfs-sdcard.img.gz;24;2;26;79.50 MB;3.06 MB
/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-methode_udpu-firmware.tgz;24;0;24;257.68 MB;10.74 MB
/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-ext4-sdcard.img.gz;24;0;24;102.30 MB;4.26 MB
/releases/19.07.4/targets/sunxi/cortexa53/openwrt-19.07.4-sunxi-cortexa53-sun50i-h5-orangepi-zero-plus-squashfs-sdcard.img.gz;24;37;61;84.65 MB;1.39 MB
/snapshots/targets/rockchip/armv8/openwrt-rockchip-armv8-radxa_rock-pi-4-ext4-sysupgrade.img.gz;24;38;62;152.53 MB;2.46 MB
/releases/19.07.4/targets/oxnas/ox820/openwrt-19.07.4-oxnas-ox820-cloudengines_pogoplugpro-ubifs-sysupgrade.tar;24;149;173;97.52 MB;577.21 KB
/releases/19.07.4/targets/armvirt/32/openwrt-19.07.4-armvirt-32-root.ext4.gz;24;0;24;33.71 MB;1.40 MB
/snapshots/targets/bcm27xx/bcm2710/openwrt-bcm27xx-bcm2710-rpi-3-squashfs-sysupgrade.img.gz;24;6;30;197.95 MB;6.60 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-orangepi-pc-squashfs-sdcard.img.gz;23;0;23;67.25 MB;2.92 MB
/releases/19.07.4/targets/zynq/generic/openwrt-19.07.4-zynq-avnet_zynq-zed-squashfs-sdcard.img.gz;23;1;24;88.40 MB;3.68 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-pcduino3-ext4-sdcard.img.gz;23;29;52;64.89 MB;1.25 MB
/releases/18.06.9/targets/x86/64/openwrt-18.06.9-x86-64-combined-ext4.img.gz;23;62;85;127.83 MB;1.50 MB
/releases/18.06.4/targets/x86/64/openwrt-18.06.4-x86-64-combined-squashfs.img.gz;23;138;161;83.95 MB;533.95 KB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun5i-a13-olimex-som-squashfs-sdcard.img.gz;23;0;23;58.64 MB;2.55 MB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-emmc-ext4-sdcard.img.gz;23;0;23;69.30 MB;3.01 MB
/releases/19.07.3/targets/brcm2708/bcm2710/openwrt-19.07.3-brcm2708-bcm2710-rpi-3-ext4-factory.img.gz;23;14;37;176.33 MB;4.77 MB
/releases/19.07.4/targets/ar71xx/nand/openwrt-19.07.4-ar71xx-nand-hiveap-121-squashfs-sysupgrade.tar;23;24;47;51.05 MB;1.09 MB
/releases/19.07.4/targets/ar71xx/nand/openwrt-19.07.4-ar71xx-nand-vmlinux.lzma;23;0;23;12.82 MB;570.95 KB
/releases/19.07.4/targets/brcm2708/bcm2709/openwrt-19.07.4-brcm2708-bcm2709-rpi-2-squashfs-sysupgrade.img.gz;23;37;60;96.28 MB;1.60 MB
/releases/18.06.8/targets/brcm2708/bcm2710/openwrt-18.06.8-brcm2708-bcm2710-rpi-3-ext4-factory.img.gz;23;4;27;119.28 MB;4.42 MB
/snapshots/targets/x86/generic/openwrt-x86-generic-generic-ext4-rootfs.img.gz;22;0;22;56.87 MB;2.58 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-olinuxino-lime-squashfs-sdcard.img.gz;22;0;22;60.13 MB;2.73 MB
/releases/19.07.4/targets/gemini/generic/openwrt-19.07.4-gemini-dlink_dir-685-ext4-factory.bin.gz;22;109;131;85.08 MB;665.03 KB
/releases/19.07.0/targets/x86/64/openwrt-19.07.0-x86-64-combined-squashfs.img.gz;22;65;87;111.53 MB;1.28 MB
/snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-lamobo_lamobo-r1-squashfs-sdcard.img.gz;22;0;22;93.74 MB;4.26 MB
/releases/19.07.4/targets/apm821xx/sata/openwrt-19.07.4-apm821xx-sata-wd_mybooklive-squashfs-sysupgrade.img.gz;22;0;22;45.75 MB;2.08 MB
/releases/17.01.1/targets/ar71xx/nand/lede-17.01.1-ar71xx-nand-vmlinux.lzma;22;0;22;17.54 MB;816.62 KB
/snapshots/targets/armvirt/32/openwrt-armvirt-32-default-rootfs.tar.gz;22;16;38;37.07 MB;998.93 KB
/releases/19.07.4/targets/ar71xx/mikrotik/openwrt-19.07.4-ar71xx-mikrotik-vmlinux-initramfs.lzma;22;0;22;29.48 MB;1.34 MB
/releases/17.01.4/targets/ar71xx/mikrotik/lede-17.01.4-ar71xx-mikrotik-vmlinux-initramfs.lzma;22;0;22;52.86 MB;2.40 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-cubieboard2-ext4-sdcard.img.gz;22;35;57;64.28 MB;1.13 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-bananapro-ext4-sdcard.img.gz;22;52;74;82.75 MB;1.12 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h2-plus-orangepi-r1-squashfs-sdcard.img.gz;22;0;22;48.80 MB;2.22 MB
/releases/19.07.4/targets/omap/generic/openwrt-19.07.4-omap-ti_am335x-bone-black-ext4-sdcard.img.gz;21;0;21;76.37 MB;3.64 MB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun4i-a10-cubieboard-ext4-sdcard.img.gz;21;0;21;47.56 MB;2.26 MB
/releases/19.07.4/targets/ar71xx/mikrotik/openwrt-19.07.4-ar71xx-mikrotik-vmlinux.lzma;21;0;21;12.43 MB;606.32 KB
/releases/19.07.4/targets/at91/sama5/openwrt-19.07.4-at91-sama5-at91-sama5d3_xplained-ext4-sdcard.img.gz;21;14;35;60.45 MB;1.73 MB
/snapshots/targets/octeon/generic/openwrt-octeon-itus_shield-router-squashfs-sysupgrade.tar;21;7;28;160.29 MB;5.72 MB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-emmc-squashfs-sdcard.img.gz;21;0;21;57.77 MB;2.75 MB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-marvell_armada-3720-db-squashfs-sdcard.img.gz;21;0;21;47.04 MB;2.24 MB
/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-glinet_gl-mv1000-ext4-sdcard.img.gz;21;0;21;77.79 MB;3.70 MB
/releases/19.07.4/targets/mvebu/cortexa72/openwrt-19.07.4-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz;21;4;25;59.79 MB;2.39 MB
/snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-friendlyarm_nanopi-neo-air-ext4-sdcard.img.gz;21;0;21;105.16 MB;5.01 MB
/releases/19.07.4/targets/omap/generic/openwrt-19.07.4-omap-rootfs.tar.gz;21;0;21;20.81 MB;1014.74 KB
/snapshots/targets/gemini/generic/openwrt-gemini-itian_sq201-ext4-factory.bin.gz;21;0;21;122.90 MB;5.85 MB
/snapshots/targets/omap/generic/openwrt-omap-ti_am335x-bone-black-squashfs-sdcard.img.gz;21;0;21;88.86 MB;4.23 MB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-v7-squashfs-sdcard.img.gz;21;0;21;57.38 MB;2.73 MB
/releases/19.07.4/targets/tegra/generic/openwrt-19.07.4-tegra-compulab_trimslice-squashfs-sdcard.img.gz;21;0;21;43.95 MB;2.09 MB
/releases/17.01.4/targets/ar71xx/mikrotik/lede-17.01.4-ar71xx-mikrotik-vmlinux.lzma;21;0;21;22.22 MB;1.06 MB
/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_macchiatobin-doubleshot-squashfs-sdcard.img.gz;21;0;21;95.49 MB;4.55 MB
/snapshots/targets/sunxi/cortexa53/openwrt-sunxi-cortexa53-xunlong_orangepi-pc2-ext4-sdcard.img.gz;21;0;21;107.06 MB;5.10 MB
/releases/18.06.8/targets/ar71xx/mikrotik/openwrt-18.06.8-ar71xx-mikrotik-vmlinux.lzma;21;0;21;10.51 MB;512.50 KB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun6i-a31-m9-squashfs-sdcard.img.gz;21;4;25;52.85 MB;2.11 MB
/releases/18.06.8/targets/x86/legacy/openwrt-18.06.8-x86-legacy-combined-ext4.img.gz;21;0;21;101.70 MB;4.84 MB
/releases/17.01.1/targets/x86/64/lede-17.01.1-x86-64-combined-ext4.img.gz;21;4;25;90.42 MB;3.62 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-mir3g-squashfs-sysupgrade.tar;21;49;70;55.27 MB;808.48 KB
/releases/18.06.7/targets/x86/64/openwrt-18.06.7-x86-64-combined-ext4.img.gz;20;13;33;97.68 MB;2.96 MB
/releases/19.07.4/targets/oxnas/ox820/openwrt-19.07.4-oxnas-ox820-cloudengines_pogoplug-series-3-ubifs-sysupgrade.tar;20;32;52;78.52 MB;1.51 MB
/releases/17.01.0/targets/x86/generic/lede-17.01.0-r3205-59508e3-x86-generic-combined-ext4.img.gz;20;50;70;124.71 MB;1.78 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun8i-h2-plus-orangepi-zero-squashfs-sdcard.img.gz;20;8;28;91.06 MB;3.25 MB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-ext4-sdcard.img.gz;20;0;20;60.95 MB;3.05 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-livebox-vmlinux.gz;20;0;20;18.22 MB;932.69 KB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-marvell_armada-3720-db-ext4-sdcard.img.gz;20;0;20;46.45 MB;2.32 MB
/snapshots/targets/oxnas/ox820/openwrt-oxnas-ox820-cloudengines_pogoplugpro-squashfs-sysupgrade.tar;20;74;94;94.14 MB;1.00 MB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun5i-a13-olinuxino-squashfs-sdcard.img.gz;20;0;20;52.34 MB;2.62 MB
/snapshots/targets/x86/legacy/openwrt-x86-legacy-generic-ext4-combined-efi.img.gz;20;19;39;111.87 MB;2.87 MB
/releases/19.07.4/targets/tegra/generic/openwrt-19.07.4-tegra-compulab_trimslice-ext4-sdcard.img.gz;20;7;27;52.49 MB;1.94 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-orangepi-pc-plus-squashfs-sdcard.img.gz;20;0;20;48.12 MB;2.41 MB
/releases/19.07.2/targets/armvirt/64/openwrt-19.07.2-armvirt-64-default-rootfs.tar.gz;20;12;32;32.32 MB;1.01 MB
/releases/18.06.0-rc2/targets/ar71xx/mikrotik/openwrt-18.06.0-rc2-ar71xx-mikrotik-vmlinux-initramfs.lzma;20;0;20;49.01 MB;2.45 MB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun4i-a10-olinuxino-lime-ext4-sdcard.img.gz;20;0;20;52.10 MB;2.60 MB
/snapshots/targets/omap/generic/openwrt-omap-ti_am335x-evm-ext4-sdcard.img.gz;20;0;20;93.54 MB;4.68 MB
/snapshots/targets/x86/legacy/openwrt-x86-legacy-generic-ext4-combined.img.gz;20;43;63;137.32 MB;2.18 MB
/snapshots/targets/bcm27xx/bcm2708/openwrt-bcm27xx-bcm2708-rpi-squashfs-sysupgrade.img.gz;20;0;20;185.16 MB;9.26 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-orangepi-2-ext4-sdcard.img.gz;20;0;20;62.26 MB;3.11 MB
/releases/19.07.4/targets/zynq/generic/openwrt-19.07.4-zynq-digilent_zynq-zybo-squashfs-sdcard.img.gz;20;0;20;58.92 MB;2.95 MB
/releases/17.01.3/targets/ar71xx/generic/lede-17.01.3-ar71xx-generic-vmlinux.lzma;20;0;20;21.69 MB;1.08 MB
/snapshots/targets/rockchip/armv8/openwrt-rockchip-armv8-radxa_rock-pi-4-squashfs-sysupgrade.img.gz;20;0;20;111.13 MB;5.56 MB
/snapshots/targets/armvirt/64/openwrt-armvirt-64-rootfs-squashfs.img.gz;20;0;20;34.48 MB;1.72 MB
/releases/19.07.4/targets/zynq/generic/openwrt-19.07.4-zynq-xlnx_zynq-zc702-squashfs-sdcard.img.gz;20;15;35;51.58 MB;1.47 MB
/releases/19.07.4/targets/ath25/generic/openwrt-19.07.4-ath25-generic-kernel.lzma;20;0;20;12.48 MB;639.11 KB
/snapshots/targets/mediatek/mt7623/openwrt-mediatek-mt7623-unielec_u7623-emmc-scatter.txt;19;0;19;20.82 KB;1.10 KB
/snapshots/targets/zynq/generic/openwrt-zynq-xlnx_zynq-zc702-squashfs-sdcard.img.gz;19;0;19;89.41 MB;4.71 MB
/snapshots/targets/mediatek/mt7623/openwrt-mediatek-mt7623-unielec_u7623-02-emmc-512m-legacy-squashfs-sysupgrade-emmc.bin.gz;19;0;19;63.53 MB;3.34 MB
/releases/17.01.2/targets/ar71xx/mikrotik/lede-17.01.2-ar71xx-mikrotik-vmlinux-initramfs.lzma;19;0;19;37.78 MB;1.99 MB
/releases/19.07.4/targets/apm821xx/sata/openwrt-19.07.4-apm821xx-sata-wd_mybooklive-squashfs-factory.img.gz;19;0;19;39.10 MB;2.06 MB
/releases/18.06.8/targets/x86/64/openwrt-18.06.8-x86-64-rootfs-ext4.img.gz;19;1;20;36.05 MB;1.80 MB
/snapshots/targets/x86/geode/openwrt-x86-geode-geos-squashfs-rootfs.img.gz;19;0;19;29.35 MB;1.54 MB
/snapshots/targets/omap/generic/openwrt-omap-ti_am335x-bone-black-ext4-sdcard.img.gz;19;20;39;82.67 MB;2.12 MB
/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-solidrun_clearfog-base-a1-squashfs-sdcard.img.gz;19;2;21;62.38 MB;2.97 MB
/releases/19.07.4/targets/sunxi/cortexa53/openwrt-19.07.4-sunxi-cortexa53-sun50i-h5-orangepi-pc2-squashfs-sdcard.img.gz;19;16;35;51.16 MB;1.46 MB
/releases/19.07.4/targets/layerscape/armv8_64b/openwrt-19.07.4-layerscape-armv8_64b-ls1012afrwy-ext4-firmware.bin.gz;19;0;19;3.18 MB;171.18 KB
/releases/19.07.4/targets/oxnas/ox820/openwrt-19.07.4-oxnas-ox820-akitio_mycloud-squashfs-sysupgrade.tar;19;1;20;39.95 MB;2.00 MB
/releases/19.07.4/targets/mvebu/cortexa72/openwrt-19.07.4-mvebu-cortexa72-marvell_armada7040-db-ext4-sdcard.img.gz;19;0;19;47.22 MB;2.49 MB
/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-solidrun_clearfog-pro-a1-squashfs-sdcard.img.gz;19;0;19;53.56 MB;2.82 MB
/snapshots/targets/apm821xx/sata/openwrt-apm821xx-sata-wd_mybooklive-ext4-factory.img.gz;19;0;19;87.98 MB;4.63 MB
/releases/19.07.4/targets/imx6/generic/openwrt-19.07.4-imx6-rootfs.tar.gz;19;0;19;25.76 MB;1.36 MB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun4i-a10-pcduino-ext4-sdcard.img.gz;19;0;19;50.28 MB;2.65 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-orangepi-one-squashfs-sdcard.img.gz;19;0;19;48.14 MB;2.53 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-nanopi-neo-squashfs-sdcard.img.gz;19;0;19;43.75 MB;2.30 MB
/snapshots/targets/sunxi/cortexa53/openwrt-sunxi-cortexa53-pine64_sopine-baseboard-squashfs-sdcard.img.gz;19;0;19;89.65 MB;4.72 MB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-v7-emmc-squashfs-sdcard.img.gz;19;0;19;44.01 MB;2.32 MB
/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada7040-db-squashfs-sdcard.img.gz;19;0;19;60.50 MB;3.18 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-ext4-sdcard.img.gz;19;18;37;44.11 MB;1.19 MB
/snapshots/targets/x86/geode/openwrt-x86-geode-generic-squashfs-combined.img.gz;19;0;19;76.42 MB;4.02 MB
/releases/17.01.1/targets/ar71xx/mikrotik/lede-17.01.1-ar71xx-mikrotik-vmlinux.lzma;19;0;19;16.09 MB;867.28 KB
/snapshots/targets/malta/be/openwrt-malta-be-rootfs-ext4.img.gz;19;0;19;47.24 MB;2.49 MB
/snapshots/targets/sunxi/cortexa8/openwrt-sunxi-cortexa8-marsboard_a10-marsboard-ext4-sdcard.img.gz;19;0;19;60.69 MB;3.19 MB
/snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-xunlong_orangepi-one-ext4-sdcard.img.gz;19;0;19;47.21 MB;2.48 MB
/releases/19.07.4/targets/archs38/generic/openwrt-19.07.4-archs38-generic-root.ext4.gz;18;0;18;21.61 MB;1.20 MB
/snapshots/targets/sunxi/cortexa53/openwrt-sunxi-cortexa53-olimex_a64-olinuxino-ext4-sdcard.img.gz;18;0;18;96.15 MB;5.34 MB
/snapshots/targets/ath79/nand/openwrt-ath79-nand-8dev_rambutan-squashfs-sysupgrade.tar;18;13;31;37.58 MB;1.21 MB
/releases/18.06.2/targets/armvirt/64/openwrt-18.06.2-armvirt-64-default-rootfs.tar.gz;18;4;22;20.68 MB;962.79 KB
/snapshots/targets/omap/generic/openwrt-omap-ti_omap3-beagle-squashfs-sdcard.img.gz;18;0;18;77.34 MB;4.30 MB
/releases/19.07.4/targets/gemini/generic/openwrt-19.07.4-gemini-dlink_dir-685-ext4-sysupgrade.bin.gz;18;0;18;63.73 MB;3.54 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-olinuxino-lime-ext4-sdcard.img.gz;18;28;46;46.42 MB;1.01 MB
/releases/18.06.8/targets/brcm2708/bcm2709/openwrt-18.06.8-brcm2708-bcm2709-rpi-2-ext4-factory.img.gz;18;26;44;82.65 MB;1.88 MB
/snapshots/targets/sunxi/cortexa53/openwrt-sunxi-cortexa53-olimex_a64-olinuxino-emmc-ext4-sdcard.img.gz;18;0;18;97.22 MB;5.40 MB
/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-v7-emmc-squashfs-sdcard.img.gz;18;0;18;79.70 MB;4.43 MB
/releases/19.07.4/targets/at91/sama5/openwrt-19.07.4-at91-sama5-at91-sama5d3_xplained-ext4-zImage.gz;18;0;18;26.89 MB;1.49 MB
/snapshots/targets/sunxi/cortexa53/openwrt-sunxi-cortexa53-olimex_a64-olinuxino-emmc-squashfs-sdcard.img.gz;18;0;18;86.90 MB;4.83 MB
/releases/18.06.1/targets/ramips/mt7621/openwrt-18.06.1-ramips-mt7621-ubnt-erx-squashfs-sysupgrade.tar;18;21;39;42.68 MB;1.09 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-squashfs-sdcard.img.gz;18;2;20;45.63 MB;2.28 MB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;18;0;18;35.70 MB;1.98 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun8i-h3-orangepi-2-squashfs-sdcard.img.gz;18;0;18;38.19 MB;2.12 MB
/releases/19.07.4/targets/sunxi/cortexa53/openwrt-19.07.4-sunxi-cortexa53-sun50i-h5-nanopi-neo-plus2-squashfs-sdcard.img.gz;18;16;34;45.78 MB;1.35 MB
/releases/19.07.4/targets/sunxi/cortexa53/openwrt-19.07.4-sunxi-cortexa53-sun50i-h5-nanopi-neo2-squashfs-sdcard.img.gz;18;16;34;50.60 MB;1.49 MB
/releases/19.07.4/targets/sunxi/cortexa8/openwrt-19.07.4-sunxi-cortexa8-sun5i-a13-olinuxino-ext4-sdcard.img.gz;18;0;18;45.93 MB;2.55 MB
/releases/19.07.4/targets/mxs/generic/openwrt-19.07.4-mxs-duckbill-sdcard.img.gz;18;0;18;69.63 MB;3.87 MB
/releases/18.06.4/targets/armvirt/64/openwrt-18.06.4-armvirt-64-default-rootfs.tar.gz;18;117;135;32.42 MB;245.92 KB
/releases/19.07.4/targets/layerscape/armv8_64b/openwrt-19.07.4-layerscape-armv8_64b-ls1012afrwy-ext4-sdcard.img.gz;18;0;18;66.32 MB;3.68 MB
/releases/19.07.4/targets/at91/sama5/openwrt-19.07.4-at91-sama5-at91-sama5d27_som1_ek-ext4-sdcard.img.gz;18;0;18;42.90 MB;2.38 MB
/releases/19.07.4/targets/sunxi/cortexa7/openwrt-19.07.4-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-emmc-ext4-sdcard.img.gz;18;29;47;47.40 MB;1.01 MB
/releases/19.07.4/targets/mvebu/cortexa72/openwrt-19.07.4-mvebu-cortexa72-marvell_macchiatobin-squashfs-sdcard.img.gz;18;0;18;45.30 MB;2.52 MB
/releases/19.07.4/targets/omap/generic/openwrt-19.07.4-omap-ti_omap3-beagle-ext4-sdcard.img.gz;18;0;18;48.47 MB;2.69 MB
/releases/19.07.4/targets/armvirt/64/openwrt-19.07.4-armvirt-64-rootfs.cpio.gz;18;0;18;200 Bytes;11 Bytes
/snapshots/targets/sunxi/cortexa53/openwrt-sunxi-cortexa53-xunlong_orangepi-pc2-squashfs-sdcard.img.gz;18;0;18;84.95 MB;4.72 MB
/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-squashfs-sdcard.img.gz;18;0;18;71.92 MB;4.00 MB
/releases/19.07.4/targets/oxnas/ox820/openwrt-19.07.4-oxnas-ox820-cloudengines_pogoplug-series-3-squashfs-sysupgrade.tar;18;37;55;47.97 MB;893.16 KB
/snapshots/targets/x86/legacy/openwrt-x86-legacy-generic-ext4-rootfs.img.gz;18;0;18;29.87 MB;1.66 MB
