Image;Hits;206 Hits;Hits combined;Bandwidth;Avg. Size
/releases/18.06.7/targets/brcm2708/bcm2709/openwrt-18.06.7-brcm2708-bcm2709-rpi-2-squashfs-sysupgrade.img.gz;1;0;1;1.27 MB;1.27 MB
/releases/18.06.4/targets/sunxi/cortexa7/openwrt-18.06.4-sunxi-cortexa7-sun7i-a20-cubietruck-ext4-sdcard.img.gz;1;0;1;159.54 KB;159.54 KB
/releases/19.07.0-rc2/targets/armvirt/64/openwrt-19.07.0-rc2-armvirt-64-rootfs.cpio.gz;1;0;1;20 Bytes;20 Bytes
/releases/18.06.0-rc1/targets/sunxi/cortexa8/openwrt-18.06.0-rc1-sunxi-cortexa8-sun4i-a10-cubieboard-squashfs-sdcard.img.gz;1;0;1;4.39 MB;4.39 MB
/releases/19.07.2/targets/ar71xx/nand/openwrt-19.07.2-ar71xx-nand-hiveap-121-squashfs-sysupgrade.tar;1;0;1;1.28 MB;1.28 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa53/openwrt-19.07.0-rc1-sunxi-cortexa53-sun50i-h5-nanopi-neo2-squashfs-sdcard.img.gz;1;0;1;5.98 MB;5.98 MB
/releases/19.07.1/targets/sunxi/cortexa53/openwrt-19.07.1-sunxi-cortexa53-sun50i-a64-sopine-baseboard-squashfs-sdcard.img.gz;1;0;1;5.99 MB;5.99 MB
/snapshots/targets/scheduled_for_removal/adm8668/generic/kernel-debug.tar.bz2;1;0;1;0;0
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun6i-a31-m9-ext4-sdcard.img.gz;1;0;1;127.75 KB;127.75 KB
/releases/18.06.0-rc2/targets/sunxi/cortexa7/openwrt-18.06.0-rc2-sunxi-cortexa7-sun7i-a20-pcduino3-ext4-sdcard.img.gz;1;0;1;5.76 MB;5.76 MB
/releases/18.06.0-rc2/targets/sunxi/cortexa7/openwrt-18.06.0-rc2-sunxi-cortexa7-sun7i-a20-bananapi-squashfs-sdcard.img.gz;1;0;1;4.47 MB;4.47 MB
/releases/18.06.4/targets/sunxi/cortexa8/openwrt-18.06.4-sunxi-cortexa8-sun4i-a10-marsboard-squashfs-sdcard.img.gz;1;0;1;255.54 KB;255.54 KB
/releases/18.06.7/targets/brcm2708/bcm2710/openwrt-18.06.7-brcm2708-bcm2710-rpi-3-squashfs-factory.img.gz;1;0;1;1.33 MB;1.33 MB
/releases/18.06.7/targets/apm821xx/sata/openwrt-18.06.7-apm821xx-sata-wd_mybooklive-duo-ext4-rootfs.img.gz;1;0;1;6.13 MB;6.13 MB
//snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_macchiatobin-singleshot-ext4-sdcard.img.gz;1;0;1;7.73 MB;7.73 MB
/releases/19.07.2/targets/armvirt/32/openwrt-19.07.2-armvirt-32-root.squashfs.gz;1;0;1;1.54 MB;1.54 MB
/releases/18.06.0-rc1/targets/mvebu/cortexa72/openwrt-18.06.0-rc1-mvebu-cortexa72-armada-macchiatobin-ext4-sdcard.img.gz;1;0;1;6.12 MB;6.12 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa53/openwrt-19.07.0-rc1-sunxi-cortexa53-sun50i-h5-orangepi-zero-plus-squashfs-sdcard.img.gz;1;0;1;5.98 MB;5.98 MB
//releases/19.07.3/targets/arc770/generic/openwrt-19.07.3-arc770-generic-Default-sdcard-vfat-ext4.img.gz;1;0;1;5.83 MB;5.83 MB
/releases/19.07.0-rc1/targets/mvebu/cortexa72/openwrt-19.07.0-rc1-mvebu-cortexa72-marvell_macchiatobin-squashfs-sdcard.img.gz;1;0;1;5.58 MB;5.58 MB
/releases/17.01.4/targets/ipq806x/generic/lede-17.01.4-ipq806x-AP148-ubifs-nand-sysupgrade.tar;1;0;1;2.34 MB;2.34 MB
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun7i-a20-cubietruck-squashfs-sdcard.img.gz;1;0;1;271.75 KB;271.75 KB
/releases/19.07-SNAPSHOT/targets/x86/64/openwrt-19.07-snapshot-r11228-78c4c04dd7-x86-64-rootfs-squashfs.img.gz;1;0;1;2.84 MB;2.84 MB
/releases/faillogs-19.07/aarch64_cortex-a72/packages/perl-parse-recdescent/host-compile.txt;1;0;1;944 Bytes;944 Bytes
/releases/19.07.2/targets/sunxi/cortexa7/openwrt-19.07.2-sunxi-cortexa7-sun7i-a20-olinuxino-lime-squashfs-sdcard.img.gz;1;0;1;4.79 MB;4.79 MB
/releases/18.06.0/targets/archs38/generic/openwrt-18.06.0-archs38-generic-Default-sdcard-vfat-ext4.img.gz;1;0;1;5.88 MB;5.88 MB
/releases/19.07.0-rc2/targets/oxnas/ox820/openwrt-19.07.0-rc2-oxnas-ox820-shuttle_kd20-factory.tar.gz;1;0;1;7.32 MB;7.32 MB
/releases/17.01.7/targets/ar71xx/nand/lede-17.01.7-ar71xx-nand-wndr3700v4-squashfs-sysupgrade.tar;1;0;1;143.75 KB;143.75 KB
/releases/18.06.6/targets/brcm2708/bcm2708/openwrt-18.06.6-brcm2708-bcm2708-rpi-squashfs-sysupgrade.img.gz;1;0;1;4.16 MB;4.16 MB
//snapshots/targets/bcm27xx/bcm2710/openwrt-bcm27xx-bcm2710-rpi-3-ext4-factory.img.gz;1;0;1;14.49 MB;14.49 MB
/releases/19.07.0-rc2/targets/ar71xx/nand/openwrt-19.07.0-rc2-ar71xx-nand-z1-squashfs-sysupgrade.tar;1;0;1;7.47 MB;7.47 MB
/releases/18.06.0-rc1/targets/x86/geode/openwrt-18.06.0-rc1-x86-geode-combined-ext4.img.gz;1;0;1;7.04 MB;7.04 MB
/releases/19.07.0-rc1/targets/x86/geode/openwrt-19.07.0-rc1-x86-geode-rootfs-ext4.img.gz;1;0;1;4.76 MB;4.76 MB
/releases/18.06.0-rc2/targets/gemini/generic/openwrt-18.06.0-rc2-gemini-dns313-bootpart.tar.gz;1;0;1;2.23 MB;2.23 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-squashfs-sdcard.img.gz;1;0;1;4.86 MB;4.86 MB
/releases/19.07.1/targets/sunxi/cortexa7/openwrt-19.07.1-sunxi-cortexa7-sun7i-a20-lamobo-r1-ext4-sdcard.img.gz;1;0;1;6.49 MB;6.49 MB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-xunlong_orangepi-r1-squashfs-sdcard.img.gz;1;0;1;5.57 MB;5.57 MB
/releases/18.06.7/targets/sunxi/cortexa7/openwrt-18.06.7-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-emmc-squashfs-sdcard.img.gz;1;0;1;1.27 MB;1.27 MB
/releases/18.06.3/targets/brcm2708/bcm2709/openwrt-18.06.3-brcm2708-bcm2709-rpi-2-ext4-factory.img.gz;1;0;1;8.86 MB;8.86 MB
//snapshots/targets/at91/sama5/openwrt-at91-sama5-microchip_sama5d2-ptc-ek-ext4-root.ubi.gz;1;0;1;2.33 MB;2.33 MB
//snapshots/targets/at91/legacy/openwrt-at91-legacy-at91sam9m10g45ek-ext4-root.ubi.gz;1;0;1;1.98 MB;1.98 MB
//snapshots/targets/malta/be64/kernel-debug.tar.bz2;1;0;1;10.03 MB;10.03 MB
/releases/17.01.6/targets/oxnas/generic/lede-17.01.6-oxnas-pogoplug-v3-ubifs-sysupgrade.tar;1;0;1;159.75 KB;159.75 KB
/releases/18.06.6/targets/armvirt/32/openwrt-18.06.6-armvirt-32-root.squashfs.gz;1;0;1;1.45 MB;1.45 MB
/releases/17.01.7/targets/oxnas/generic/lede-17.01.7-oxnas-kd20-squashfs-sysupgrade.tar;1;0;1;159.75 KB;159.75 KB
/releases/18.06.6/targets/ar71xx/nand/openwrt-18.06.6-ar71xx-nand-mr18-squashfs-sysupgrade.tar;1;0;1;6.62 MB;6.62 MB
/releases/18.06.4/targets/sunxi/cortexa7/openwrt-18.06.4-sunxi-cortexa7-sun8i-h3-nanopi-m1-plus-squashfs-sdcard.img.gz;1;0;1;175.54 KB;175.54 KB
/releases/18.06.0-rc1/targets/sunxi/cortexa7/openwrt-18.06.0-rc1-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;1;0;1;5.07 MB;5.07 MB
/releases/19.07.0-rc2/targets/x86/geode/openwrt-19.07.0-rc2-x86-geode-rootfs-ext4.img.gz;1;0;1;4.76 MB;4.76 MB
/releases/18.06-SNAPSHOT/targets/x86/generic/openwrt-18.06-snapshot-r8080-9f2a40c72f-x86-generic-rootfs-ext4.img.gz;1;0;1;3.01 MB;3.01 MB
/releases/19.07.0-rc2/targets/tegra/generic/openwrt-19.07.0-rc2-tegra-compulab_trimslice-squashfs-sdcard.img.gz;1;0;1;5.37 MB;5.37 MB
/releases/18.06.0-rc2/targets/sunxi/cortexa7/openwrt-18.06.0-rc2-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;1;0;1;5.08 MB;5.08 MB
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun7i-a20-cubieboard2-ext4-sdcard.img.gz;1;0;1;191.75 KB;191.75 KB
/releases/17.01-SNAPSHOT/targets/brcm63xx/smp/lede-17.01-snapshot-r4046-beaa2ec-brcm63xx-smp-livebox-vmlinux.gz;1;0;1;239.75 KB;239.75 KB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-olimex_a20-olinuxino-lime2-emmc-ext4-sdcard.img.gz;1;0;1;6.42 MB;6.42 MB
/releases/19.07-SNAPSHOT/targets/ar71xx/mikrotik/openwrt-19.07-snapshot-r11233-589c3cf4e0-ar71xx-mikrotik-vmlinux.lzma;1;0;1;1.62 MB;1.62 MB
/releases/18.06.0-rc2/targets/octeontx/generic/openwrt-18.06.0-rc2-octeontx-default-rootfs.tar.gz;1;0;1;1.97 MB;1.97 MB
/releases/17.01.6/targets/mxs/generic/lede-17.01.6-mxs-duckbill-sdcard.img.gz;1;0;1;143.75 KB;143.75 KB
/releases/17.01.0-rc1/targets/x86/legacy/lede-17.01.0-rc1-r3042-ec095b5-x86-legacy-generic-rootfs.tar.gz;1;0;1;63.75 KB;63.75 KB
/releases/19.07.0-rc1/targets/at91/sama5/openwrt-19.07.0-rc1-at91-sama5-at91-sama5d3_xplained-ext4-sdcard.img.gz;1;0;1;6.02 MB;6.02 MB
/releases/19.07.0-rc1/targets/layerscape/armv8_64b/openwrt-19.07.0-rc1-layerscape-armv8_64b-ls1012afrwy-ext4-firmware.bin.gz;1;0;1;304.52 KB;304.52 KB
/releases/19.07.0/targets/layerscape/armv8_64b/openwrt-19.07.0-layerscape-armv8_64b-ls1088ardb-sdboot-ext4-sdcard.img.gz;1;0;1;8.80 MB;8.80 MB
/releases/19.07.1/targets/mediatek/mt7623/openwrt-19.07.1-mediatek-mt7623-7623a-unielec-u7623-02-emmc-512m-squashfs-sysupgrade-emmc.bin.gz;1;0;1;5.03 MB;5.03 MB
/releases/19.07-SNAPSHOT/targets/brcm2708/bcm2710/openwrt-19.07-snapshot-r11235-2a8279c161-brcm2708-bcm2710-rpi-3-ext4-sysupgrade.img.gz;1;0;1;143.54 KB;143.54 KB
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun8i-h3-orangepi-pc-plus-ext4-sdcard.img.gz;1;0;1;5.60 MB;5.60 MB
/releases/18.06.6/targets/arc770/generic/openwrt-18.06.6-arc770-generic-root.ext4.gz;1;0;1;2.68 MB;2.68 MB
/snapshots/targets/scheduled_for_removal/brcm47xx/legacy/kernel-debug.tar.bz2;1;0;1;0;0
/releases/18.06.5/targets/brcm2708/bcm2710/openwrt-18.06.5-brcm2708-bcm2710-rpi-3-squashfs-factory.img.gz;1;0;1;7.81 MB;7.81 MB
/releases/19.07-SNAPSHOT/targets/sunxi/cortexa8/openwrt-19.07-snapshot-r11228-78c4c04dd7-sunxi-cortexa8-sun5i-a13-olimex-som-ext4-sdcard.img.gz;1;0;1;6.06 MB;6.06 MB
/releases/19.07.0-rc1/targets/at91/sama5/openwrt-19.07.0-rc1-at91-sama5-at91-sama5d4_xplained-ext4-root.ubi.gz;1;0;1;2.40 MB;2.40 MB
/snapshots/targets/scheduled_for_removal/brcm63xx/generic/kernel-debug.tar.bz2;1;0;1;0;0
/releases/18.06.0-rc1/targets/at91/sama5d3/openwrt-18.06.0-rc1-at91-sama5d3-at91-sama5d3_xplained-ext4-root.ubi.gz;1;0;1;2.33 MB;2.33 MB
/releases/17.01.0/targets/x86/geode/lede-17.01.0-r3205-59508e3-x86-geode-rootfs-ext4.img.gz;1;0;1;159.75 KB;159.75 KB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-xunlong_orangepi-2-ext4-sdcard.img.gz;1;0;1;6.29 MB;6.29 MB
/releases/19.07.0-rc2/targets/layerscape/armv7/openwrt-19.07.0-rc2-layerscape-armv7-ls1021aiot-sdboot-ext4-sdcard.img.gz;1;0;1;6.26 MB;6.26 MB
/releases/17.01.0-rc2/targets/gemini/raidsonic/lede-17.01.0-rc2-r3131-42f3c1f-gemini-raidsonic-nas4220-hddapp.tgz;1;0;1;79.75 KB;79.75 KB
//snapshots/targets/at91/sama5/openwrt-at91-sama5-microchip_sama5d27-som1-ek-ext4-sdcard.img.gz;1;0;1;6.78 MB;6.78 MB
/releases/19.07.0-rc1/targets/at91/sama5/openwrt-19.07.0-rc1-at91-sama5-at91-sama5d2_ptc_ek-ext4-root.ubi.gz;1;0;1;2.45 MB;2.45 MB
/releases/18.06.4/targets/ramips/mt7621/openwrt-18.06.4-ramips-mt7621-ubnt-erx-sfp-squashfs-sysupgrade.tar;1;0;1;3.39 MB;3.39 MB
/releases/18.06.0-rc2/targets/sunxi/cortexa7/openwrt-18.06.0-rc2-sunxi-cortexa7-sun7i-a20-bananapro-ext4-sdcard.img.gz;1;0;1;6.05 MB;6.05 MB
/releases/18.06.2/targets/apm821xx/sata/openwrt-18.06.2-apm821xx-sata-wd_mybooklive-duo-ext4-rootfs.img.gz;1;0;1;6.11 MB;6.11 MB
//snapshots/targets/omap/generic/openwrt-omap-ti_omap4-panda-squashfs-sdcard.img.gz;1;0;1;6.21 MB;6.21 MB
/releases/18.06.4/targets/archs38/generic/openwrt-18.06.4-archs38-generic-Default-sdcard-vfat-ext4.img.gz;1;0;1;5.93 MB;5.93 MB
/releases/19.07.1/targets/sunxi/cortexa7/openwrt-19.07.1-sunxi-cortexa7-sun7i-a20-olinuxino-lime-squashfs-sdcard.img.gz;1;0;1;4.79 MB;4.79 MB
/releases/17.01.6/targets/sunxi/generic/lede-17.01.6-sunxi-sun8i-h3-orangepi-plus-squashfs-sdcard.img.gz;1;0;1;159.75 KB;159.75 KB
/releases/18.06.1/targets/arc770/generic/openwrt-18.06.1-arc770-generic-Default-sdcard-vfat-ext4.img.gz;1;0;1;4.85 MB;4.85 MB
/releases/19.07-SNAPSHOT/targets/x86/64/openwrt-19.07-snapshot-r11228-78c4c04dd7-x86-64-rootfs-ext4.img.gz;1;0;1;3.92 MB;3.92 MB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-sinovoip_bananapi-m2-plus-squashfs-sdcard.img.gz;1;0;1;6.73 MB;6.73 MB
/releases/18.06-SNAPSHOT/targets/at91/legacy/openwrt-18.06-snapshot-r8080-9f2a40c72f-at91-legacy-lmu5000-ext4-factory.bin.gz;1;0;1;5.51 MB;5.51 MB
/releases/18.06.4/targets/sunxi/cortexa8/openwrt-18.06.4-sunxi-cortexa8-sun5i-a13-olinuxino-ext4-sdcard.img.gz;1;0;1;159.54 KB;159.54 KB
/releases/19.07.0-rc1/targets/sunxi/cortexa8/openwrt-19.07.0-rc1-sunxi-cortexa8-sun4i-a10-olinuxino-lime-squashfs-sdcard.img.gz;1;0;1;4.71 MB;4.71 MB
/releases/18.06.1/targets/pistachio/generic/openwrt-18.06.1-pistachio-rootfs.tar.gz;1;0;1;1.93 MB;1.93 MB
/releases/18.06.0-rc2/targets/oxnas/ox820/openwrt-18.06.0-rc2-oxnas-ox820-shuttle-kd20-factory.tar.gz;1;0;1;6.98 MB;6.98 MB
/releases/19.07.0-rc1/targets/at91/sama5/openwrt-19.07.0-rc1-at91-sama5-at91-sama5d3_xplained-ext4-root.ubi.gz;1;0;1;2.45 MB;2.45 MB
/releases/19.07.2/targets/gemini/generic/openwrt-19.07.2-gemini-dlink_dir-685-ext4-factory.bin.gz;1;0;1;9.02 MB;9.02 MB
/releases/19.07.1/targets/octeon/generic/openwrt-19.07.1-octeon-er-squashfs-sysupgrade.tar;1;0;1;8.83 MB;8.83 MB
/releases/17.01.6/targets/ar71xx/nand/lede-17.01.6-ar71xx-nand-wndr3700v4-squashfs-sysupgrade.tar;1;0;1;159.75 KB;159.75 KB
/releases/18.06.6/targets/ar71xx/nand/openwrt-18.06.6-ar71xx-nand-r6100-squashfs-sysupgrade.tar;1;0;1;4.76 MB;4.76 MB
/releases/18.06.7/targets/sunxi/cortexa7/openwrt-18.06.7-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;1;0;1;1.27 MB;1.27 MB
/snapshots/targets/scheduled_for_removal/ath25/generic/openwrt-ath25-generic-kernel.lzma;1;0;1;0;0
/releases/18.06.6/targets/ar71xx/generic/openwrt-18.06.6-ar71xx-generic-vmlinux.lzma;1;0;1;1.38 MB;1.38 MB
/releases/19.07.0-rc1/targets/ar71xx/nand/openwrt-19.07.0-rc1-ar71xx-nand-r6100-squashfs-sysupgrade.tar;1;0;1;4.76 MB;4.76 MB
/releases/18.06.4/targets/armvirt/32/openwrt-18.06.4-armvirt-32-rootfs.cpio.gz;1;0;1;20 Bytes;20 Bytes
/releases/17.01.6/targets/sunxi/generic/lede-17.01.6-sunxi-sun7i-a20-bananapi-squashfs-sdcard.img.gz;1;0;1;143.75 KB;143.75 KB
/releases/18.06.0-rc1/targets/sunxi/cortexa8/openwrt-18.06.0-rc1-sunxi-cortexa8-sun4i-a10-olinuxino-lime-ext4-sdcard.img.gz;1;0;1;5.23 MB;5.23 MB
//snapshots/targets/at91/legacy/openwrt-at91-legacy-usb_a9g20-ext4-factory.bin.gz;1;0;1;5.30 MB;5.30 MB
/releases/17.01.7/targets/brcm2708/bcm2709/lede-17.01.7-brcm2708-bcm2709-rpi-2-ext4-sdcard.img.gz;1;0;1;6.89 MB;6.89 MB
//snapshots/targets/pistachio/generic/openwrt-pistachio-rootfs.tar.gz;1;0;1;2.14 MB;2.14 MB
/releases/17.01.0-rc2/targets/ipq806x/generic/lede-17.01.0-rc2-r3131-42f3c1f-ipq806x-AP148-legacy-squashfs-nand-sysupgrade.tar;1;0;1;191.75 KB;191.75 KB
/releases/18.06.6/targets/apm821xx/nand/openwrt-18.06.6-apm821xx-nand-meraki_mx60-squashfs-sysupgrade.tar;1;0;1;5.07 MB;5.07 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun8i-h2-plus-orangepi-zero-ext4-sdcard.img.gz;1;0;1;5.58 MB;5.58 MB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-xunlong_orangepi-r1-ext4-sdcard.img.gz;1;0;1;6.30 MB;6.30 MB
/releases/19.07.0-rc1/targets/omap/generic/openwrt-19.07.0-rc1-omap-ti_am335x-evm-ext4-sdcard.img.gz;1;0;1;6.65 MB;6.65 MB
/releases/19.07.2/targets/ar71xx/nand/openwrt-19.07.2-ar71xx-nand-rambutan-squashfs-sysupgrade.tar;1;0;1;1.77 MB;1.77 MB
/releases/18.06.0-rc2/targets/armvirt/32/openwrt-18.06.0-rc2-armvirt-32-default-rootfs.tar.gz;1;0;1;1.85 MB;1.85 MB
/releases/faillogs-18.06/mipsel_mips32/packages/perl-inline/host-compile.txt;1;0;1;391 Bytes;391 Bytes
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun7i-a20-bananapro-ext4-sdcard.img.gz;1;0;1;6.39 MB;6.39 MB
/releases/19.07.0-rc2/targets/mvebu/cortexa53/openwrt-19.07.0-rc2-mvebu-cortexa53-globalscale_espressobin-v7-emmc-squashfs-sdcard.img.gz;1;0;1;5.55 MB;5.55 MB
/releases/18.06.4/targets/sunxi/cortexa7/openwrt-18.06.4-sunxi-cortexa7-sun7i-a20-bananapro-ext4-sdcard.img.gz;1;0;1;159.54 KB;159.54 KB
/releases/18.06.0-rc2/targets/arc770/generic/openwrt-18.06.0-rc2-arc770-generic-Default-sdcard-vfat-ext4.img.gz;1;0;1;4.85 MB;4.85 MB
/releases/18.06.4/targets/sunxi/cortexa53/openwrt-18.06.4-sunxi-cortexa53-sun50i-a64-sopine-baseboard-squashfs-sdcard.img.gz;1;0;1;143.54 KB;143.54 KB
//snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_macchiatobin-doubleshot-squashfs-sdcard.img.gz;1;0;1;6.95 MB;6.95 MB
/releases/17.01.5/targets/armvirt/generic/lede-17.01.5-armvirt-root.ext4.gz;1;0;1;2.07 MB;2.07 MB
/releases/18.06.0-rc2/targets/omap/generic/openwrt-18.06.0-rc2-omap-am335x-boneblack-ubifs-sdcard.img.gz;1;0;1;5.91 MB;5.91 MB
/releases/17.01.0-rc2/targets/ipq806x/generic/lede-17.01.0-rc2-r3131-42f3c1f-ipq806x-NBG6817-squashfs-sysupgrade.tar;1;0;1;1.19 MB;1.19 MB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-xunlong_orangepi-zero-ext4-sdcard.img.gz;1;0;1;6.27 MB;6.27 MB
/releases/17.01.6/targets/zynq/generic/lede-17.01.6-zynq-zybo-uramdisk.image.gz;1;0;1;159.75 KB;159.75 KB
/releases/17.01-SNAPSHOT/targets/gemini/raidsonic/lede-17.01-snapshot-r4046-beaa2ec-gemini-raidsonic-nas4220-rd.gz;1;0;1;175.75 KB;175.75 KB
/releases/18.06.3/targets/ar71xx/nand/openwrt-18.06.3-ar71xx-nand-z1-squashfs-sysupgrade.tar;1;0;1;6.68 MB;6.68 MB
//snapshots/targets/pistachio/generic/openwrt-pistachio-img_creator-ci40-squashfs-sysupgrade.tar;1;0;1;5.95 MB;5.95 MB
/releases/19.07.0-rc1/targets/zynq/generic/openwrt-19.07.0-rc1-zynq-digilent_zynq-zybo-z7-squashfs-sdcard.img.gz;1;0;1;5.84 MB;5.84 MB
/releases/19.07.0-rc2/targets/sunxi/cortexa53/openwrt-19.07.0-rc2-sunxi-cortexa53-sun50i-h5-nanopi-neo-plus2-squashfs-sdcard.img.gz;1;0;1;5.98 MB;5.98 MB
/releases/18.06.7/targets/brcm2708/bcm2709/openwrt-18.06.7-brcm2708-bcm2709-rpi-2-squashfs-factory.img.gz;1;0;1;1.28 MB;1.28 MB
/releases/19.07.0-rc1/targets/mvebu/cortexa72/openwrt-19.07.0-rc1-mvebu-cortexa72-marvell_armada8040-db-ext4-sdcard.img.gz;1;0;1;6.39 MB;6.39 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun7i-a20-pcduino3-ext4-sdcard.img.gz;1;0;1;6.11 MB;6.11 MB
/releases/19.07.0-rc2/targets/ar71xx/nand/openwrt-19.07.0-rc2-ar71xx-nand-mr18-squashfs-sysupgrade.tar;1;0;1;7.39 MB;7.39 MB
/releases/19.07.0-rc2/targets/x86/geode/openwrt-19.07.0-rc2-x86-geode-rootfs-squashfs.img.gz;1;0;1;3.77 MB;3.77 MB
/releases/19.07.0-rc2/targets/at91/sama5/openwrt-19.07.0-rc2-at91-sama5-at91-sama5d27_som1_ek-ext4-root.ubi.gz;1;0;1;2.45 MB;2.45 MB
/releases/17.01.2/targets/kirkwood/generic/lede-17.01.2-kirkwood-dockstar-squashfs-sysupgrade.tar;1;0;1;143.75 KB;143.75 KB
/releases/17.01.2/targets/ipq806x/generic/lede-17.01.2-ipq806x-R7500-squashfs-sysupgrade.tar;1;0;1;319.75 KB;319.75 KB
/releases/19.07.0-rc1/targets/oxnas/ox820/openwrt-19.07.0-rc1-oxnas-ox820-akitio_mycloud-ubifs-sysupgrade.tar;1;0;1;8.45 MB;8.45 MB
/releases/19.07.0-rc2/targets/omap/generic/openwrt-19.07.0-rc2-omap-rootfs.tar.gz;1;0;1;2.63 MB;2.63 MB
/releases/18.06.6/targets/apm821xx/sata/openwrt-18.06.6-apm821xx-sata-wd_mybooklive-duo-ext4-rootfs.img.gz;1;0;1;6.13 MB;6.13 MB
/releases/18.06.7/targets/sunxi/cortexa8/openwrt-18.06.7-sunxi-cortexa8-sun4i-a10-pcduino-squashfs-sdcard.img.gz;1;0;1;1.28 MB;1.28 MB
/releases/18.06.0-rc2/targets/gemini/generic/openwrt-18.06.0-rc2-gemini-nas4220b-hddapp.tgz;1;0;1;2.98 MB;2.98 MB
/releases/17.01.6/targets/sunxi/generic/lede-17.01.6-sunxi-sun7i-a20-pcduino3-squashfs-sdcard.img.gz;1;0;1;79.75 KB;79.75 KB
/releases/19.07.0-rc2/targets/at91/sam9x/openwrt-19.07.0-rc2-at91-sam9x-at91sam9263ek-ext4-root.ubi.gz;1;0;1;2.47 MB;2.47 MB
/releases/18.06.1/targets/pistachio/generic/openwrt-18.06.1-pistachio-marduk-squashfs-sysupgrade.tar;1;0;1;4.71 MB;4.71 MB
/releases/19.07.0-rc1/targets/at91/sam9x/openwrt-19.07.0-rc1-at91-sam9x-at91sam9263ek-ext4-zImage.gz;1;0;1;3.34 MB;3.34 MB
/releases/19.07.0-rc1/targets/imx6/generic/openwrt-19.07.0-rc1-imx6-ventana-squashfs-bootfs.tar.gz;1;0;1;2.52 MB;2.52 MB
/releases/19.07.0/targets/layerscape/armv8_64b/openwrt-19.07.0-layerscape-armv8_64b-ls1043ardb-sdboot-ext4-sdcard.img.gz;1;0;1;8.36 MB;8.36 MB
/releases/18.06.5/targets/armvirt/64/openwrt-18.06.5-armvirt-64-rootfs.cpio.gz;1;0;1;20 Bytes;20 Bytes
/releases/18.06-SNAPSHOT/targets/omap/generic/openwrt-18.06-snapshot-r8077-7cbbab7246-omap-omap4-panda-ubifs-sdcard.img.gz;1;0;1;5.93 MB;5.93 MB
/releases/19.07.0/targets/octeon/generic/openwrt-19.07.0-octeon-erlite-squashfs-sysupgrade.tar;1;0;1;8.83 MB;8.83 MB
/releases/19.07.1/targets/mvebu/cortexa72/openwrt-19.07.1-mvebu-cortexa72-marvell_armada7040-db-squashfs-sdcard.img.gz;1;0;1;5.58 MB;5.58 MB
/releases/18.06.0-rc1/targets/sunxi/cortexa7/openwrt-18.06.0-rc1-sunxi-cortexa7-sun7i-a20-olinuxino-micro-squashfs-sdcard.img.gz;1;0;1;4.47 MB;4.47 MB
/releases/17.01.0-rc1/targets/x86/generic/lede-17.01.0-rc1-r3042-ec095b5-x86-generic-rootfs-ext4.img.gz;1;0;1;255.75 KB;255.75 KB
/releases/17.01.5/targets/ipq806x/generic/lede-17.01.5-ipq806x-R7800-squashfs-sysupgrade.tar;1;0;1;4.82 MB;4.82 MB
/releases/19.07.0-rc2/targets/at91/sama5/openwrt-19.07.0-rc2-at91-sama5-at91-sama5d27_som1_ek-ext4-zImage.gz;1;0;1;3.31 MB;3.31 MB
/releases/18.06.0-rc2/targets/at91/sama5d3/openwrt-18.06.0-rc2-at91-sama5d3-at91-sama5d3_xplained-ext4-root.ubi.gz;1;0;1;2.34 MB;2.34 MB
